ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YKL210W,UBA1,0,0,0,0.141024,0.038551,1.64246,0.03995083,1471,0.047079337,0.041860389, GO:0006464:protein modification process;  GO:0006512:ubiquitin cycle;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YOR094W,ARF3,0,0,0,0.176348,0.046743,1.95287,0.04294032,2547,0.035892323,0.041858548, GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006996:organelle organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0033036:macromolecule localization;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YNR060W,FRE4,0,0,0,0.147421,0.058374,,,5033,0.025272547,0.041823274," GO:0000041:transition metal ion transport;  GO:0006810:transport;  GO:0006811:ion transport;  GO:0006812:cation transport;  GO:0006826:iron ion transport;  GO:0008150:biological_process;  GO:0015674:di-, tri-valent inorganic cation transport;  GO:0015891:siderophore transport;  GO:0015892:siderophore-iron transport;  GO:0030001:metal ion transport;  GO:0051179:localization;  GO:0051234:establishment of localization; "
YGR057C,LST7,0,0,0,0.132025,0.048035,1.69875,0.041322314,2533,0.036108325,0.04182188, GO:0000723:telomere maintenance;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006892:post-Golgi vesicle-mediated transport;  GO:0006893:Golgi to plasma membrane transport;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0032200:telomere organization and biogenesis;  GO:0032940:secretion by cell;  GO:0033036:macromolecule localization;  GO:0045045:secretory pathway;  GO:0045184:establishment of protein localization;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051276:chromosome organization and biogenesis;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YGL126W,SCS3,0,0,0,0.161265,0.066723,0.69342,0.027509511,3584,0.03122807,0.041820194, GO:0006629:lipid metabolic process;  GO:0006643:membrane lipid metabolic process;  GO:0006644:phospholipid metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process; 
YKL091C,YKL091C,1,0,0,0.157665,0.045149,1.60486,0.03956044,1869,0.040705563,0.041805001, GO:0008150:biological_process; 
YDL005C,MED2,0,0,0,0.153936,0.062595,0.607782,0.0266191,2504,0.036199095,0.041804398," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YGL140C,YGL140C,1,0,0,0.144181,0.05615,1.10924,0.033970276,2782,0.035262206,0.041794161, GO:0008150:biological_process; 
YLR323C,CWC24,1,0,0,0.137948,0.05219,,,3550,0.031394934,0.041792467, GO:0008150:biological_process; 
YIL097W,FYV10,0,0,0,0.172669,0.057167,1.34981,0.038032454,3739,0.030169492,0.041789649, GO:0005975:carbohydrate metabolic process;  GO:0005996:monosaccharide metabolic process;  GO:0006006:glucose metabolic process;  GO:0006066:alcohol metabolic process;  GO:0006082:organic acid metabolic process;  GO:0006090:pyruvate metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006094:gluconeogenesis;  GO:0006109:regulation of carbohydrate metabolic process;  GO:0006111:regulation of gluconeogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009889:regulation of biosynthetic process;  GO:0009892:negative regulation of metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016051:carbohydrate biosynthetic process;  GO:0019222:regulation of metabolic process;  GO:0019318:hexose metabolic process;  GO:0019319:hexose biosynthetic process;  GO:0019752:carboxylic acid metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031324:negative regulation of cellular metabolic process;  GO:0031326:regulation of cellular biosynthetic process;  GO:0032787:monocarboxylic acid metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043255:regulation of carbohydrate biosynthetic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0045721:negative regulation of gluconeogenesis;  GO:0045912:negative regulation of carbohydrate metabolic process;  GO:0046165:alcohol biosynthetic process;  GO:0046364:monosaccharide biosynthetic process;  GO:0048519:negative regulation of biological process;  GO:0048523:negative regulation of cellular process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0065007:biological regulation; 
YPL081W,RPS9A,0,0,0,0.102023,0.030982,3.68191,0.063218391,3620,0.031129766,0.041776719, GO:0006412:translation;  GO:0006417:regulation of translation;  GO:0006450:regulation of translational fidelity;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009889:regulation of biosynthetic process;  GO:0009987:cellular process;  GO:0019222:regulation of metabolic process;  GO:0019538:protein metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031326:regulation of cellular biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051246:regulation of protein metabolic process;  GO:0065007:biological regulation; 
YFL042C,YFL042C,1,0,0,0.168764,0.053343,,,3733,0.030200204,0.041771602, GO:0008150:biological_process; 
YCL016C,DCC1,0,0,0,0.135312,0.036693,,,1478,0.046834345,0.041763673, GO:0000070:mitotic sister chromatid segregation;  GO:0000087:M phase of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0000279:M phase;  GO:0000723:telomere maintenance;  GO:0000819:sister chromatid segregation;  GO:0006950:response to stress;  GO:0006974:response to DNA damage stimulus;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007049:cell cycle;  GO:0007059:chromosome segregation;  GO:0007062:sister chromatid cohesion;  GO:0007064:mitotic sister chromatid cohesion;  GO:0007067:mitosis;  GO:0008150:biological_process;  GO:0009719:response to endogenous stimulus;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0032200:telomere organization and biogenesis;  GO:0050896:response to stimulus;  GO:0051276:chromosome organization and biogenesis; 
YDR244W,PEX5,0,0,0,0.207482,0.060703,0.749283,0.02891418,2722,0.035631652,0.041749611, GO:0006605:protein targeting;  GO:0006625:protein targeting to peroxisome;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006996:organelle organization and biogenesis;  GO:0007031:peroxisome organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0033036:macromolecule localization;  GO:0043574:peroxisomal transport;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YNL247W,YNL247W,0,0,0,0.180507,0.047695,1.69934,0.041348601,2512,0.036199095,0.041747565," GO:0000096:sulfur amino acid metabolic process;  GO:0006082:organic acid metabolic process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006399:tRNA metabolic process;  GO:0006412:translation;  GO:0006418:tRNA aminoacylation for protein translation;  GO:0006423:cysteinyl-tRNA aminoacylation;  GO:0006519:amino acid and derivative metabolic process;  GO:0006520:amino acid metabolic process;  GO:0006534:cysteine metabolic process;  GO:0006790:sulfur metabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009069:serine family amino acid metabolic process;  GO:0009308:amine metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0019538:protein metabolic process;  GO:0019752:carboxylic acid metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043038:amino acid activation;  GO:0043039:tRNA aminoacylation;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; "
YER105C,NUP157,0,0,0,0.097809,0.033657,0.768705,0.029080675,907,0.0625,0.041745892," GO:0006403:RNA localization;  GO:0006405:RNA export from nucleus;  GO:0006406:mRNA export from nucleus;  GO:0006407:rRNA export from nucleus;  GO:0006408:snRNA export from nucleus;  GO:0006409:tRNA export from nucleus;  GO:0006605:protein targeting;  GO:0006606:protein import into nucleus;  GO:0006607:NLS-bearing substrate import into nucleus;  GO:0006608:snRNP protein import into nucleus;  GO:0006609:mRNA-binding (hnRNP) protein import into nucleus;  GO:0006610:ribosomal protein import into nucleus;  GO:0006611:protein export from nucleus;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0006997:nuclear organization and biogenesis;  GO:0006999:nuclear pore organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0015931:nucleobase, nucleoside, nucleotide and nucleic acid transport;  GO:0016043:cellular component organization and biogenesis;  GO:0017038:protein import;  GO:0033036:macromolecule localization;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0050657:nucleic acid transport;  GO:0050658:RNA transport;  GO:0051028:mRNA transport;  GO:0051029:rRNA transport;  GO:0051030:snRNA transport;  GO:0051031:tRNA transport;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051170:nuclear import;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051236:establishment of RNA localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YBR156C,SLI15,0,0,0,0.147421,0.059669,1.04333,0.032648126,3231,0.032902468,0.041739865, GO:0000723:telomere maintenance;  GO:0006464:protein modification process;  GO:0006468:protein amino acid phosphorylation;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007059:chromosome segregation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016310:phosphorylation;  GO:0019538:protein metabolic process;  GO:0032200:telomere organization and biogenesis;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0051276:chromosome organization and biogenesis; 
YLR325C,RPL38,0,0,0,0.104205,0.031496,5.44785,0.068907563,5218,0.024775322,0.041726295, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
