Gene,Rank,Positive,Negative,Agnositc,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YPR002W,2786,0,1,0,77,1952,2111,28,0.524952015,0.037949729,0.733333333,0.480433177,0.519566823
YDR524C,2787,0,1,0,77,1953,2110,28,0.524712092,0.037931034,0.733333333,0.480679301,0.519320699
YOL081W,2790,0,1,0,77,1954,2109,28,0.524472169,0.037912358,0.733333333,0.480925425,0.519074575
YFR031C,2793,0,1,0,77,1955,2108,28,0.524232246,0.037893701,0.733333333,0.481171548,0.518828452
YML107C,2794,0,1,0,77,1956,2107,28,0.523992322,0.037875061,0.733333333,0.481417672,0.518582328
YPL256C,2796,0,1,0,77,1957,2106,28,0.523752399,0.037856441,0.733333333,0.481663795,0.518336205
YNL220W,2797,0,1,0,77,1958,2105,28,0.523512476,0.037837838,0.733333333,0.481909919,0.518090081
YKL139W,2798,0,1,0,77,1959,2104,28,0.523272553,0.037819253,0.733333333,0.482156042,0.517843958
YPL101W,2800,0,1,0,77,1960,2103,28,0.52303263,0.037800687,0.733333333,0.482402166,0.517597834
YER159C,2801,0,1,0,77,1961,2102,28,0.522792706,0.037782139,0.733333333,0.482648289,0.517351711
YER109C,2802,0,1,0,77,1962,2101,28,0.522552783,0.03776361,0.733333333,0.482894413,0.517105587
YML095C,2803,0,1,0,77,1963,2100,28,0.52231286,0.037745098,0.733333333,0.483140537,0.516859463
YIL043C,2804,0,1,0,77,1964,2099,28,0.522072937,0.037726605,0.733333333,0.48338666,0.51661334
YGL073W,2805,0,1,0,77,1965,2098,28,0.521833013,0.037708129,0.733333333,0.483632784,0.516367216
YOL076W,2806,1,0,0,78,1965,2098,27,0.522072937,0.038179148,0.742857143,0.483632784,0.516367216
YBR188C,2807,0,1,0,78,1966,2097,27,0.521833013,0.03816047,0.742857143,0.483878907,0.516121093
YLR288C,2808,0,1,0,78,1967,2096,27,0.52159309,0.038141809,0.742857143,0.484125031,0.515874969
YCR034W,2809,0,1,0,78,1968,2095,27,0.521353167,0.038123167,0.742857143,0.484371154,0.515628846
YNL142W,2810,0,1,0,78,1969,2094,27,0.521113244,0.038104543,0.742857143,0.484617278,0.515382722
YGL167C,2812,0,1,0,78,1970,2093,27,0.520873321,0.038085938,0.742857143,0.484863401,0.515136599
YGL241W,2813,0,1,0,78,1971,2092,27,0.520633397,0.03806735,0.742857143,0.485109525,0.514890475
YOR188W,2814,0,1,0,78,1972,2091,27,0.520393474,0.03804878,0.742857143,0.485355649,0.514644351
YOL089C,2815,0,1,0,78,1973,2090,27,0.520153551,0.038030229,0.742857143,0.485601772,0.514398228
YCL055W,2817,0,1,0,78,1974,2089,27,0.519913628,0.038011696,0.742857143,0.485847896,0.514152104
YKL096W,2818,0,1,0,78,1975,2088,27,0.519673704,0.037993181,0.742857143,0.486094019,0.513905981
YDR305C,2821,0,1,0,78,1976,2087,27,0.519433781,0.037974684,0.742857143,0.486340143,0.513659857
YER013W,2822,0,1,0,78,1977,2086,27,0.519193858,0.037956204,0.742857143,0.486586266,0.513413734
YOL044W,2823,0,1,0,78,1978,2085,27,0.518953935,0.037937743,0.742857143,0.48683239,0.51316761
YDR346C,2824,0,1,0,78,1979,2084,27,0.518714012,0.0379193,0.742857143,0.487078513,0.512921487
YLL040C,2825,0,1,0,78,1980,2083,27,0.518474088,0.037900875,0.742857143,0.487324637,0.512675363
YHL035C,2826,0,1,0,78,1981,2082,27,0.518234165,0.037882467,0.742857143,0.487570761,0.512429239
YGR086C,2828,0,1,0,78,1982,2081,27,0.517994242,0.037864078,0.742857143,0.487816884,0.512183116
YDL058W,2829,0,1,0,78,1983,2080,27,0.517754319,0.037845706,0.742857143,0.488063008,0.511936992
YDL159W,2830,0,1,0,78,1984,2079,27,0.517514395,0.037827352,0.742857143,0.488309131,0.511690869
YNL031C,2831,0,1,0,78,1985,2078,27,0.517274472,0.037809016,0.742857143,0.488555255,0.511444745
YCL043C,2832,0,1,0,78,1986,2077,27,0.517034549,0.037790698,0.742857143,0.488801378,0.511198622
YFL013C,2833,0,1,0,78,1987,2076,27,0.516794626,0.037772397,0.742857143,0.489047502,0.510952498
YKL109W,2835,0,1,0,78,1988,2075,27,0.516554702,0.037754114,0.742857143,0.489293625,0.510706375
YLR098C,2836,0,1,0,78,1989,2074,27,0.516314779,0.037735849,0.742857143,0.489539749,0.510460251
YOR380W,2837,0,1,0,78,1990,2073,27,0.516074856,0.037717602,0.742857143,0.489785873,0.510214127
YHL009C,2839,0,1,0,78,1991,2072,27,0.515834933,0.037699372,0.742857143,0.490031996,0.509968004
YDR469W,2840,0,1,0,78,1992,2071,27,0.51559501,0.037681159,0.742857143,0.49027812,0.50972188
YBL017C,2841,0,1,0,78,1993,2070,27,0.515355086,0.037662965,0.742857143,0.490524243,0.509475757
YHR193C,2842,0,1,0,78,1994,2069,27,0.515115163,0.037644788,0.742857143,0.490770367,0.509229633
YMR180C,2845,0,1,0,78,1995,2068,27,0.51487524,0.037626628,0.742857143,0.49101649,0.50898351
YBL064C,2846,0,1,0,78,1996,2067,27,0.514635317,0.037608486,0.742857143,0.491262614,0.508737386
YJR022W,2847,0,1,0,78,1997,2066,27,0.514395393,0.037590361,0.742857143,0.491508737,0.508491263
YLR007W,2850,0,1,0,78,1998,2065,27,0.51415547,0.037572254,0.742857143,0.491754861,0.508245139
YHR008C,2851,0,1,0,78,1999,2064,27,0.513915547,0.037554165,0.742857143,0.492000984,0.507999016
YDL115C,2852,0,1,0,78,2000,2063,27,0.513675624,0.037536092,0.742857143,0.492247108,0.507752892
YLR024C,2854,0,1,0,78,2001,2062,27,0.513435701,0.037518038,0.742857143,0.492493232,0.507506768
YGL215W,2855,0,1,0,78,2002,2061,27,0.513195777,0.0375,0.742857143,0.492739355,0.507260645
YPL154C,2856,0,1,0,78,2003,2060,27,0.512955854,0.03748198,0.742857143,0.492985479,0.507014521
YDR122W,2857,0,1,0,78,2004,2059,27,0.512715931,0.037463977,0.742857143,0.493231602,0.506768398
YBR252W,2858,0,1,0,78,2005,2058,27,0.512476008,0.037445991,0.742857143,0.493477726,0.506522274
YDR454C,2860,0,1,0,78,2006,2057,27,0.512236084,0.037428023,0.742857143,0.493723849,0.506276151
YOR173W,2861,0,1,0,78,2007,2056,27,0.511996161,0.037410072,0.742857143,0.493969973,0.506030027
YER147C,2862,0,1,0,78,2008,2055,27,0.511756238,0.037392138,0.742857143,0.494216096,0.505783904
YKL103C,2863,0,1,0,78,2009,2054,27,0.511516315,0.037374221,0.742857143,0.49446222,0.50553778
YPR009W,2865,0,1,0,78,2010,2053,27,0.511276392,0.037356322,0.742857143,0.494708344,0.505291656
YIL094C,2866,0,1,0,78,2011,2052,27,0.511036468,0.037338439,0.742857143,0.494954467,0.505045533
YNL188W,2867,0,1,0,78,2012,2051,27,0.510796545,0.037320574,0.742857143,0.495200591,0.504799409
YDL232W,2869,0,1,0,78,2013,2050,27,0.510556622,0.037302726,0.742857143,0.495446714,0.504553286
YPL155C,2870,0,1,0,78,2014,2049,27,0.510316699,0.037284895,0.742857143,0.495692838,0.504307162
YNL293W,2871,0,1,0,78,2015,2048,27,0.510076775,0.037267081,0.742857143,0.495938961,0.504061039
YLR084C,2872,0,1,0,78,2016,2047,27,0.509836852,0.037249284,0.742857143,0.496185085,0.503814915
YPR032W,2873,0,1,0,78,2017,2046,27,0.509596929,0.037231504,0.742857143,0.496431208,0.503568792
YGR202C,2874,0,1,0,78,2018,2045,27,0.509357006,0.03721374,0.742857143,0.496677332,0.503322668
YFR009W,2875,0,1,0,78,2019,2044,27,0.509117083,0.037195994,0.742857143,0.496923456,0.503076544
YMR146C,2877,0,1,0,78,2020,2043,27,0.508877159,0.037178265,0.742857143,0.497169579,0.502830421
YGR105W,2878,0,1,0,78,2021,2042,27,0.508637236,0.037160553,0.742857143,0.497415703,0.502584297
YFL049W,2879,0,1,0,78,2022,2041,27,0.508397313,0.037142857,0.742857143,0.497661826,0.502338174
YDR381W,2880,0,1,0,78,2023,2040,27,0.50815739,0.037125178,0.742857143,0.49790795,0.50209205
YML088W,2881,0,1,0,78,2024,2039,27,0.507917466,0.037107517,0.742857143,0.498154073,0.501845927
YOR047C,2882,0,1,0,78,2025,2038,27,0.507677543,0.037089872,0.742857143,0.498400197,0.501599803
YBL101C,2883,0,1,0,78,2026,2037,27,0.50743762,0.037072243,0.742857143,0.49864632,0.50135368
YDL175C,2884,0,1,0,78,2027,2036,27,0.507197697,0.037054632,0.742857143,0.498892444,0.501107556
YOL140W,2885,0,1,0,78,2028,2035,27,0.506957774,0.037037037,0.742857143,0.499138568,0.500861432
YML067C,2886,0,1,0,78,2029,2034,27,0.50671785,0.037019459,0.742857143,0.499384691,0.500615309
YLR010C,2888,0,1,0,78,2030,2033,27,0.506477927,0.037001898,0.742857143,0.499630815,0.500369185
YCR053W,2889,0,1,0,78,2031,2032,27,0.506238004,0.036984353,0.742857143,0.499876938,0.500123062
YEL003W,2890,0,1,0,78,2032,2031,27,0.505998081,0.036966825,0.742857143,0.500123062,0.499876938
YGL253W,2891,0,1,0,78,2033,2030,27,0.505758157,0.036949313,0.742857143,0.500369185,0.499630815
YLR450W,2892,0,1,0,78,2034,2029,27,0.505518234,0.036931818,0.742857143,0.500615309,0.499384691
YLL024C,2893,0,1,0,78,2035,2028,27,0.505278311,0.03691434,0.742857143,0.500861432,0.499138568
YPL086C,2894,0,1,0,78,2036,2027,27,0.505038388,0.036896878,0.742857143,0.501107556,0.498892444
YLR251W,2895,0,1,0,78,2037,2026,27,0.504798464,0.036879433,0.742857143,0.50135368,0.49864632
YJL092W,2896,0,1,0,78,2038,2025,27,0.504558541,0.036862004,0.742857143,0.501599803,0.498400197
YOR060C,2897,1,0,0,79,2038,2025,26,0.504798464,0.037316958,0.752380952,0.501599803,0.498400197
YOR128C,2898,0,1,0,79,2039,2024,26,0.504558541,0.037299339,0.752380952,0.501845927,0.498154073
YMR008C,2899,0,1,0,79,2040,2023,26,0.504318618,0.037281737,0.752380952,0.50209205,0.49790795
YHR036W,2900,0,1,0,79,2041,2022,26,0.504078695,0.037264151,0.752380952,0.502338174,0.497661826
YLR399C,2901,0,1,0,79,2042,2021,26,0.503838772,0.037246582,0.752380952,0.502584297,0.497415703
YBL009W,2902,0,1,0,79,2043,2020,26,0.503598848,0.037229029,0.752380952,0.502830421,0.497169579
YFL008W,2903,0,1,0,79,2044,2019,26,0.503358925,0.037211493,0.752380952,0.503076544,0.496923456
YOL155C,2904,0,1,0,79,2045,2018,26,0.503119002,0.037193974,0.752380952,0.503322668,0.496677332
YJR143C,2905,0,1,0,79,2046,2017,26,0.502879079,0.037176471,0.752380952,0.503568792,0.496431208
YMR164C,2906,0,1,0,79,2047,2016,26,0.502639155,0.037158984,0.752380952,0.503814915,0.496185085
YDL234C,2908,0,1,0,79,2048,2015,26,0.502399232,0.037141514,0.752380952,0.504061039,0.495938961
YIL149C,2909,0,1,0,79,2049,2014,26,0.502159309,0.03712406,0.752380952,0.504307162,0.495692838
YGR014W,2910,0,1,0,79,2050,2013,26,0.501919386,0.037106623,0.752380952,0.504553286,0.495446714
YIL105C,2911,0,1,0,79,2051,2012,26,0.501679463,0.037089202,0.752380952,0.504799409,0.495200591
YGL053W,2912,0,1,0,79,2052,2011,26,0.501439539,0.037071797,0.752380952,0.505045533,0.494954467
YPL258C,2913,0,1,0,79,2053,2010,26,0.501199616,0.037054409,0.752380952,0.505291656,0.494708344
YER029C,2914,0,1,0,79,2054,2009,26,0.500959693,0.037037037,0.752380952,0.50553778,0.49446222
YGR234W,2915,0,1,0,79,2055,2008,26,0.50071977,0.037019681,0.752380952,0.505783904,0.494216096
YDR400W,2917,0,1,0,79,2056,2007,26,0.500479846,0.037002342,0.752380952,0.506030027,0.493969973
YHR082C,2918,0,1,0,79,2057,2006,26,0.500239923,0.036985019,0.752380952,0.506276151,0.493723849
YGL006W,2919,0,1,0,79,2058,2005,26,0.5,0.036967712,0.752380952,0.506522274,0.493477726
YBR006W,2920,0,1,0,79,2059,2004,26,0.499760077,0.036950421,0.752380952,0.506768398,0.493231602
YLR381W,2921,0,1,0,79,2060,2003,26,0.499520154,0.036933146,0.752380952,0.507014521,0.492985479
YBL080C,2922,1,0,0,80,2060,2003,25,0.499760077,0.037383178,0.761904762,0.507014521,0.492985479
YIL143C,2923,0,1,0,80,2061,2002,25,0.499520154,0.037365717,0.761904762,0.507260645,0.492739355
YJL011C,2927,0,1,0,80,2062,2001,25,0.49928023,0.037348273,0.761904762,0.507506768,0.492493232
YIL075C,2928,0,1,0,80,2063,2000,25,0.499040307,0.037330845,0.761904762,0.507752892,0.492247108
YGL134W,2929,0,1,0,80,2064,1999,25,0.498800384,0.037313433,0.761904762,0.507999016,0.492000984
YLR433C,2930,0,1,0,80,2065,1998,25,0.498560461,0.037296037,0.761904762,0.508245139,0.491754861
YJR096W,2931,0,1,0,80,2066,1997,25,0.498320537,0.037278658,0.761904762,0.508491263,0.491508737
YCR005C,2932,0,1,0,80,2067,1996,25,0.498080614,0.037261295,0.761904762,0.508737386,0.491262614
YLR172C,2937,0,1,0,80,2068,1995,25,0.497840691,0.037243948,0.761904762,0.50898351,0.49101649
YPL255W,2939,0,1,0,80,2069,1994,25,0.497600768,0.037226617,0.761904762,0.509229633,0.490770367
YPR065W,2940,0,1,0,80,2070,1993,25,0.497360845,0.037209302,0.761904762,0.509475757,0.490524243
YER053C,2941,0,1,0,80,2071,1992,25,0.497120921,0.037192004,0.761904762,0.50972188,0.49027812
YIL115C,2942,0,1,0,80,2072,1991,25,0.496880998,0.037174721,0.761904762,0.509968004,0.490031996
YDR118W,2943,0,1,0,80,2073,1990,25,0.496641075,0.037157455,0.761904762,0.510214127,0.489785873
YML132W,2944,0,1,0,80,2074,1989,25,0.496401152,0.037140204,0.761904762,0.510460251,0.489539749
YIL046W,2946,0,1,0,80,2075,1988,25,0.496161228,0.03712297,0.761904762,0.510706375,0.489293625
YIR034C,2947,0,1,0,80,2076,1987,25,0.495921305,0.037105751,0.761904762,0.510952498,0.489047502
YLR298C,2949,0,1,0,80,2077,1986,25,0.495681382,0.037088549,0.761904762,0.511198622,0.488801378
YHL025W,2952,0,1,0,80,2078,1985,25,0.495441459,0.037071362,0.761904762,0.511444745,0.488555255
YPL088W,2953,0,1,0,80,2079,1984,25,0.495201536,0.037054192,0.761904762,0.511690869,0.488309131
YNL101W,2954,0,1,0,80,2080,1983,25,0.494961612,0.037037037,0.761904762,0.511936992,0.488063008
YER155C,2955,0,1,0,80,2081,1982,25,0.494721689,0.037019898,0.761904762,0.512183116,0.487816884
YEL063C,2956,0,1,0,80,2082,1981,25,0.494481766,0.037002775,0.761904762,0.512429239,0.487570761
YER173W,2958,0,1,0,80,2083,1980,25,0.494241843,0.036985668,0.761904762,0.512675363,0.487324637
YHR061C,2959,0,1,0,80,2084,1979,25,0.494001919,0.036968577,0.761904762,0.512921487,0.487078513
YLL039C,2960,0,1,0,80,2085,1978,25,0.493761996,0.036951501,0.761904762,0.51316761,0.48683239
YAL032C,2961,0,1,0,80,2086,1977,25,0.493522073,0.036934441,0.761904762,0.513413734,0.486586266
YDL138W,2962,0,1,0,80,2087,1976,25,0.49328215,0.036917397,0.761904762,0.513659857,0.486340143
YDR414C,2965,0,1,0,80,2088,1975,25,0.493042226,0.036900369,0.761904762,0.513905981,0.486094019
YIL090W,2966,0,1,0,80,2089,1974,25,0.492802303,0.036883356,0.761904762,0.514152104,0.485847896
YOR260W,2968,0,1,0,80,2090,1973,25,0.49256238,0.036866359,0.761904762,0.514398228,0.485601772
YFR019W,2970,0,1,0,80,2091,1972,25,0.492322457,0.036849378,0.761904762,0.514644351,0.485355649
YMR186W,2971,0,1,0,80,2092,1971,25,0.492082534,0.036832413,0.761904762,0.514890475,0.485109525
YOR058C,2973,0,1,0,80,2093,1970,25,0.49184261,0.036815462,0.761904762,0.515136599,0.484863401
YMR224C,2974,0,1,0,80,2094,1969,25,0.491602687,0.036798528,0.761904762,0.515382722,0.484617278
YBR010W,2975,0,1,0,80,2095,1968,25,0.491362764,0.036781609,0.761904762,0.515628846,0.484371154
YPR182W,2976,0,1,0,80,2096,1967,25,0.491122841,0.036764706,0.761904762,0.515874969,0.484125031
YGR113W,2977,0,1,0,80,2097,1966,25,0.490882917,0.036747818,0.761904762,0.516121093,0.483878907
YKL218C,2978,0,1,0,80,2098,1965,25,0.490642994,0.036730946,0.761904762,0.516367216,0.483632784
YKR101W,2979,0,1,0,80,2099,1964,25,0.490403071,0.036714089,0.761904762,0.51661334,0.48338666
YGR271W,2980,0,1,0,80,2100,1963,25,0.490163148,0.036697248,0.761904762,0.516859463,0.483140537
YHR104W,2982,0,1,0,80,2101,1962,25,0.489923225,0.036680422,0.761904762,0.517105587,0.482894413
YPR171W,2983,0,1,0,80,2102,1961,25,0.489683301,0.036663611,0.761904762,0.517351711,0.482648289
YIL156W,2984,0,1,0,80,2103,1960,25,0.489443378,0.036646816,0.761904762,0.517597834,0.482402166
YLR153C,2985,0,1,0,80,2104,1959,25,0.489203455,0.036630037,0.761904762,0.517843958,0.482156042
YIL144W,2986,0,1,0,80,2105,1958,25,0.488963532,0.036613272,0.761904762,0.518090081,0.481909919
YBR293W,2987,0,1,0,80,2106,1957,25,0.488723608,0.036596523,0.761904762,0.518336205,0.481663795
YNL022C,2988,0,1,0,80,2107,1956,25,0.488483685,0.03657979,0.761904762,0.518582328,0.481417672
YLR210W,2989,0,1,0,80,2108,1955,25,0.488243762,0.036563071,0.761904762,0.518828452,0.481171548
YDL205C,2990,0,1,0,80,2109,1954,25,0.488003839,0.036546368,0.761904762,0.519074575,0.480925425
YCR026C,2991,0,1,0,80,2110,1953,25,0.487763916,0.03652968,0.761904762,0.519320699,0.480679301
YDL080C,2992,0,1,0,80,2111,1952,25,0.487523992,0.036513008,0.761904762,0.519566823,0.480433177
YPR006C,2993,0,1,0,80,2112,1951,25,0.487284069,0.03649635,0.761904762,0.519812946,0.480187054
YOR123C,2994,0,1,0,80,2113,1950,25,0.487044146,0.036479708,0.761904762,0.52005907,0.47994093
YLR228C,2995,0,1,0,80,2114,1949,25,0.486804223,0.036463081,0.761904762,0.520305193,0.479694807
YLL018C,2996,0,0,1,80,2114,1949,25,0.486804223,0.036463081,0.761904762,0.520305193,0.479694807
YMR138W,2997,0,1,0,80,2115,1948,25,0.486564299,0.036446469,0.761904762,0.520551317,0.479448683
YPL106C,2998,0,1,0,80,2116,1947,25,0.486324376,0.036429872,0.761904762,0.52079744,0.47920256
YFL029C,2999,0,1,0,80,2117,1946,25,0.486084453,0.036413291,0.761904762,0.521043564,0.478956436
YGR044C,3000,0,1,0,80,2118,1945,25,0.48584453,0.036396724,0.761904762,0.521289687,0.478710313
YKL197C,3001,0,1,0,80,2119,1944,25,0.485604607,0.036380173,0.761904762,0.521535811,0.478464189
YNL322C,3003,0,1,0,80,2120,1943,25,0.485364683,0.036363636,0.761904762,0.521781935,0.478218065
YDL095W,3004,0,1,0,80,2121,1942,25,0.48512476,0.036347115,0.761904762,0.522028058,0.477971942
YGL201C,3006,0,1,0,80,2122,1941,25,0.484884837,0.036330609,0.761904762,0.522274182,0.477725818
YDR078C,3007,0,1,0,80,2123,1940,25,0.484644914,0.036314117,0.761904762,0.522520305,0.477479695
YJL172W,3008,0,1,0,80,2124,1939,25,0.48440499,0.036297641,0.761904762,0.522766429,0.477233571
YML100W,3010,0,1,0,80,2125,1938,25,0.484165067,0.036281179,0.761904762,0.523012552,0.476987448
YDR191W,3012,0,1,0,80,2126,1937,25,0.483925144,0.036264733,0.761904762,0.523258676,0.476741324
YDR364C,3013,0,1,0,80,2127,1936,25,0.483685221,0.036248301,0.761904762,0.523504799,0.476495201
YMR202W,3014,0,1,0,80,2128,1935,25,0.483445298,0.036231884,0.761904762,0.523750923,0.476249077
YGR233C,3015,0,1,0,80,2129,1934,25,0.483205374,0.036215482,0.761904762,0.523997047,0.476002953
YKR072C,3016,0,1,0,80,2130,1933,25,0.482965451,0.036199095,0.761904762,0.52424317,0.47575683
YGR209C,3017,0,1,0,80,2131,1932,25,0.482725528,0.036182723,0.761904762,0.524489294,0.475510706
YDR158W,3018,0,1,0,80,2132,1931,25,0.482485605,0.036166365,0.761904762,0.524735417,0.475264583
YMR268C,3020,0,1,0,80,2133,1930,25,0.482245681,0.036150023,0.761904762,0.524981541,0.475018459
YDL111C,3021,0,1,0,80,2134,1929,25,0.482005758,0.036133695,0.761904762,0.525227664,0.474772336
YLR119W,3022,0,1,0,80,2135,1928,25,0.481765835,0.036117381,0.761904762,0.525473788,0.474526212
YMR204C,3023,0,1,0,80,2136,1927,25,0.481525912,0.036101083,0.761904762,0.525719911,0.474280089
YPL181W,3024,0,1,0,80,2137,1926,25,0.481285988,0.036084799,0.761904762,0.525966035,0.474033965
YDR309C,3025,0,1,0,80,2138,1925,25,0.481046065,0.03606853,0.761904762,0.526212159,0.473787841
YNL277W,3026,0,1,0,80,2139,1924,25,0.480806142,0.036052276,0.761904762,0.526458282,0.473541718
YPR018W,3027,0,1,0,80,2140,1923,25,0.480566219,0.036036036,0.761904762,0.526704406,0.473295594
YDR334W,3028,0,1,0,80,2141,1922,25,0.480326296,0.036019811,0.761904762,0.526950529,0.473049471
YDR480W,3032,0,1,0,80,2142,1921,25,0.480086372,0.0360036,0.761904762,0.527196653,0.472803347
YJR140C,3035,0,1,0,80,2143,1920,25,0.479846449,0.035987404,0.761904762,0.527442776,0.472557224
YPR179C,3036,0,1,0,80,2144,1919,25,0.479606526,0.035971223,0.761904762,0.5276889,0.4723111
YMR201C,3037,0,1,0,80,2145,1918,25,0.479366603,0.035955056,0.761904762,0.527935023,0.472064977
YGR278W,3038,0,1,0,80,2146,1917,25,0.479126679,0.035938904,0.761904762,0.528181147,0.471818853
YIL139C,3039,0,1,0,80,2147,1916,25,0.478886756,0.035922766,0.761904762,0.52842727,0.47157273
YBL063W,3040,0,1,0,80,2148,1915,25,0.478646833,0.035906643,0.761904762,0.528673394,0.471326606
YDR044W,3041,0,1,0,80,2149,1914,25,0.47840691,0.035890534,0.761904762,0.528919518,0.471080482
YDL179W,3043,0,1,0,80,2150,1913,25,0.478166987,0.035874439,0.761904762,0.529165641,0.470834359
YLR350W,3044,0,1,0,80,2151,1912,25,0.477927063,0.035858359,0.761904762,0.529411765,0.470588235
YDR097C,3045,0,1,0,80,2152,1911,25,0.47768714,0.035842294,0.761904762,0.529657888,0.470342112
YLR284C,3046,0,1,0,80,2153,1910,25,0.477447217,0.035826243,0.761904762,0.529904012,0.470095988
YJR137C,3047,0,1,0,80,2154,1909,25,0.477207294,0.035810206,0.761904762,0.530150135,0.469849865
YAL051W,3049,0,1,0,80,2155,1908,25,0.47696737,0.035794183,0.761904762,0.530396259,0.469603741
YML130C,3051,0,1,0,80,2156,1907,25,0.476727447,0.035778175,0.761904762,0.530642382,0.469357618
YDR150W,3052,1,0,0,81,2156,1907,24,0.47696737,0.036209209,0.771428571,0.530642382,0.469357618
YPR149W,3053,0,1,0,81,2157,1906,24,0.476727447,0.036193029,0.771428571,0.530888506,0.469111494
YLR205C,3054,0,1,0,81,2158,1905,24,0.476487524,0.036176865,0.771428571,0.53113463,0.46886537
YLR138W,3055,0,1,0,81,2159,1904,24,0.476247601,0.036160714,0.771428571,0.531380753,0.468619247
YDR211W,3056,0,1,0,81,2160,1903,24,0.476007678,0.036144578,0.771428571,0.531626877,0.468373123
YDL217C,3058,1,0,0,82,2160,1903,23,0.476247601,0.036574487,0.780952381,0.531626877,0.468373123
YER042W,3061,0,1,0,82,2161,1902,23,0.476007678,0.036558181,0.780952381,0.531873,0.468127
YBR212W,3062,1,0,0,83,2161,1902,22,0.476247601,0.036987522,0.79047619,0.531873,0.468127
YGL113W,3063,0,1,0,83,2162,1901,22,0.476007678,0.036971047,0.79047619,0.532119124,0.467880876
YJL170C,3064,0,1,0,83,2163,1900,22,0.475767754,0.036954586,0.79047619,0.532365247,0.467634753
YOR191W,3065,0,1,0,83,2164,1899,22,0.475527831,0.03693814,0.79047619,0.532611371,0.467388629
YGR282C,3066,0,1,0,83,2165,1898,22,0.475287908,0.036921708,0.79047619,0.532857494,0.467142506
YML113W,3068,0,1,0,83,2166,1897,22,0.475047985,0.036905291,0.79047619,0.533103618,0.466896382
YER051W,3069,0,1,0,83,2167,1896,22,0.474808061,0.036888889,0.79047619,0.533349742,0.466650258
YDR207C,3070,0,1,0,83,2168,1895,22,0.474568138,0.036872501,0.79047619,0.533595865,0.466404135
