YORF	NAME	GWEIGHT	1-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-5-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-4-aCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-6-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-1-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-2-bCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-3-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain
YGL110C	YGL110C	1	0.388	0.3865	0.1584	0.1186	0.33	0.1871	0.2306	0.1055	0.1153	0.3527	0.1368	0.0286	-0.1584	-0.0594	-0.0465	0.399	-0.0816	-0.2621	0.1812	0.1255	-0.1194	-0.1243	0.1268	-0.152
YGL153W	YGL153W	1	0.3426	0.1923	0.3544	0.1374	0.3995	0.0436	0.2706	0.4147	0.0179	-0.1137	0.0035	0.0383	-0.3972	-0.3064	-0.4182	0.9262	-0.0406	-0.2932	0.1333	0.0617	-0.0728	-0.4262	-0.3268	-0.0455
YBL113C	YBL113C	1	-0.0503	0.6	0.1816	1.9611	1.1019	0.2605	0.7407	0.959	0.3342	1.1529	0.8781	0.5831	0.2581	0	0.7876	1.0924	0.1716	-0.0005	0.6712	-0.1259	0.1419	0.4298	0.4176	1.337
YDR114C	YDR114C	1	-0.1791	-0.2089	0.0357	-0.0846	-0.6027	-0.6344	-0.2629	0.1314	-0.0661	0.2508	-0.1153	-0.0932	-0.2985	0.3428	-0.1852	-0.4071	-0.3926	-0.2784	0.2979	-0.3766	-0.5065	-0.1624	-0.4151	-0.4796
YOR373W	YOR373W	1	0.0157	0.3628	0.089	0.0904	0.1936	0.1407	0.1581	0.0532	0.0337	-0.1086	0.1371	0.0912	0.061	-0.241	0.0525	0.2663	0.0797	0.0276	0.2184	0.1552	0.2047	0.1573	0.1938	0.3761
YEL012W	YEL012W	1	-0.1188	0.1173	0.3434	0.1247	-0.0752	-0.0777	-0.0742	0.1322	-0.1342	-0.1547	0.063	-0.0955	-0.3045	-1.072	0.3235	0	-0.27	0.0932	-0.3675	-0.1293	-0.0491	-0.2698	-0.1155	0.3695
YPR087W	YPR087W	1	0.0749	0.0673	-0.0203	0.0271	0.282	0.1112	0.2756	-0.0608	0.0083	0.0201	-0.0245	-0.183	0.3959	-0.0586	0.0232	0.7149	0.1002	0.154	0.1471	0.1038	0.073	-0.0397	0.0232	0.182
YMR144W	YMR144W	1	-0.3438	-0.0237	-0.0613	-0.3062	-0.3115	-0.2417	0.1961	0.1143	-0.2033	-0.1107	-0.1943	0.0386	-0.282	-0.3208	-0.2146	0.1623	-0.3032	-0.1647	0.1491	0.0809	-0.2258	-0.143	-0.1049	-0.0541
YAL029C	YAL029C	1	0.1748	-0.0264	0.0011	-0.3779	0.0759	-0.085	0.053	0.1393	-0.1106	-0.147	-0.0259	-0.854	-0.0539	-0.1765	-0.153	0.3387	-0.853	0.2581	0.0444	0.1773	-1.1176	0.1251	-0.4671	0.1126
YCL042W	YCL042W	1	0.2107	-0.1844	0	0	0.1339	0	-0.0643	-0.4546	-0.1807	0.194	0	0.0227	0.0128	-0.2662	-0.43	-0.0556	0.0777	-0.2457	0	0	0	0.1115	0	0
YMR298W	YMR298W	1	0.1118	0.1883	0.3379	0.0022	0.3144	0.4194	0.3269	-0.2311	-0.0979	-0.3436	0.0458	-0.1134	0.2572	-0.4425	0.4424	-0.8041	0.2233	0.2436	-0.1545	0.1745	0.1764	-0.0242	-0.059	0.3293
YDR229W	YDR229W	1	-0.043	0.0201	-0.139	-0.0373	-0.0566	-0.1275	-0.391	-0.1271	-0.069	-0.2442	-0.0018	0.0756	-0.0922	0.1434	-0.0969	0.51	-0.0495	-0.1442	0.0373	-0.2447	-0.1476	-0.252	-0.0023	-0.1536
YDR208W	YDR208W	1	-0.1763	-0.2272	-0.0929	-0.1368	-0.3642	-0.0576	-0.1815	0.2501	-0.0371	-0.031	0.0617	-0.0371	-0.1009	0.0088	0.0114	0.1443	0.0089	-0.0349	0.0937	0.0572	-0.1303	-0.0244	-0.0288	0.002
YNL207W	YNL207W	1	0.2164	0.0474	-0.4336	-0.3077	-0.0839	-0.0096	0.1606	-0.1529	-0.2559	-0.0469	-0.1358	-0.3128	-0.1697	-0.7661	-0.4124	0.3155	-0.2374	-0.1721	0.0211	0.0789	-0.3147	0.0294	0.1241	-0.284
YOR335C	YOR335C	1	0.418	0.1337	-0.0586	-0.07	0.3116	0.372	0.3334	-0.233	-0.2534	0.0292	-0.116	-0.212	-0.0082	-0.3092	-0.2095	0.3506	-0.0869	0.0944	0.0127	0.2508	-0.2169	-0.1475	0.1742	-0.2202
YNL318C	YNL318C	1	0.3626	0	0.5765	0.1477	0.2984	0.1288	0.134	0.5138	0.6326	0.719	0.1225	-0.0212	0	0.526	-0.6807	0	0	0.4872	0.5802	0.4049	0.1403	0.6338	0.4656	0.19
YOR254C	YOR254C	1	0.0096	-0.1101	-0.1981	-0.0498	0.1581	-0.0856	0.0405	-0.0144	-0.0482	0.1608	-0.0051	-0.0341	-0.124	0.2619	-0.1213	0.1316	-0.0595	-0.0082	0.0035	-0.0701	-0.1374	0.0335	0.0548	-0.3104
YMR228W	YMR228W	1	-0.0488	-0.4066	-0.2092	-4.5779	-0.4545	-0.2991	-0.1011	0.2646	0.0917	0.0788	0.1045	-0.0415	-0.2487	0.2872	0.0189	0.164	-0.1078	-0.1701	0.2273	-0.2851	-0.5136	0.2207	-0.2923	-0.3164
YOR084W	YOR084W	1	-1.0854	-0.4355	-0.443	-0.3096	-0.8577	-0.1957	-0.8216	-0.3233	-0.6191	-0.4557	-0.2926	0.232	-0.0232	0.0452	0.0989	0.1594	0.0998	-0.2571	0.2681	0.1068	0.1816	-0.2014	-0.0042	0.7827
YNL068C	YNL068C	1	0.327	0.4915	0.2451	0.0641	0.0979	0.1863	0.1159	0.3181	0.1046	0.1687	0.1573	0.1716	0.1884	-0.6026	0.0369	1.273	0.0768	0.3916	0.3341	0.3307	0.2601	0.0843	0.3309	0.1052
YKL139W	YKL139W	1	0.1311	0.1282	-0.1581	-0.0145	0.1622	-0.1701	-0.019	0.127	-0.0315	-0.0033	-0.1174	0.0278	0.0238	0.4272	-0.2263	1.2884	0.0342	-0.0323	0.5192	-0.0026	0.1218	0.1236	0.1511	0.0369
YJL177W	YJL177W	1	-0.3746	-0.7314	-0.5822	-0.875	-0.7194	-0.742	0.1941	-0.5483	-0.5181	-0.2979	-0.5688	-0.6872	-0.5854	-0.561	-0.7469	-0.9333	-0.6351	-0.5179	-0.4066	-0.2829	-0.7918	-0.4458	-0.3395	-0.7486
YIR027C	YIR027C	1	0.5848	0	1.4196	1.2526	1.2438	0.9739	1.133	0.4528	1.5279	1.2097	0.8907	1.3304	0.7739	2.3986	1.2327	2.0148	0.8934	1.1528	0	0	1.4565	1.5542	1.0345	0.4199
YOL057W	YOL057W	1	-0.3037	-0.1131	-0.1337	-0.0682	-0.2075	-0.0184	0.0285	0.0679	-0.1199	-0.0331	0.1498	0.2123	0.2023	0.0259	0.0672	0.4236	0.2162	0.0942	-0.0292	0.157	0.2379	0.0806	0.0601	0.1009
YJL105W	YJL105W	1	0.1845	0.1521	0.1552	-0.1013	-0.0256	-0.0658	0.3707	0.2361	-0.0322	-0.0418	0.1971	0.0603	0.1201	0.5021	0.1342	1.3825	0.1345	0.2281	0.0468	0.4887	-0.0153	0.2784	0.7223	0.2512
YGR126W	YGR126W	1	0.5046	1.0008	0.6457	0.7251	0.751	0.225	0.7757	0.8253	0.5863	0.5144	0.6175	0.6936	0.9152	0.3906	0.4501	1.3291	1.3074	0.7052	1.2931	0.7307	0.739	1.236	0.9054	0.6355
YDR308C	YDR308C	1	-0.2176	-0.1395	-0.3629	-0.5318	-0.2476	-0.3878	-0.1526	-0.1028	-0.2875	-0.2053	-0.1261	-0.0886	-0.2657	0.3822	-0.2263	-0.8712	-0.3103	-0.3364	-0.6694	-0.4221	-0.3017	-0.2097	-0.1256	-0.2267
YDR107C	YDR107C	1	-0.1927	0.0429	0.1695	-0.1558	0.1513	0.1029	0.111	-0.2288	-0.1479	-0.5499	-0.1566	0.0257	0.4685	-0.252	0.656	0.021	0.2337	0.476	-0.3501	0.1017	0.6719	-0.1387	-0.0026	0.1784
YOL124C	YOL124C	1	0.6646	0.3491	0.0788	0.1995	0.7164	0.2631	0.5233	-0.0589	0.0704	0.0695	-0.1035	0.0122	-0.2641	-0.721	-0.2722	0.5933	-0.0142	0.1732	0.8515	0.2765	0.037	0.3856	-0.0492	-0.2258
YIL036W	YIL036W	1	-0.3028	-0.0856	-0.263	0.0191	-0.4397	-0.0412	-0.3733	0.1112	-0.0122	-0.0744	0.0225	-0.2061	-0.0962	-0.0152	-0.2118	0.0635	-0.0648	-0.0176	-0.4325	-0.4802	-0.2836	-0.2197	-0.3221	-0.1792
YDR407C	YDR407C	1	0.1936	0.0736	-0.0295	0.2428	0.0802	0.1905	0.1489	-0.0062	-0.0018	0.1949	0.1564	0.2859	0.1744	0.2768	0.1047	0.5849	0.2098	0.1996	-0.0844	0.1161	-0.1138	-0.0012	0.3278	0.1413
YNR073C	YNR073C	1	0	-0.0385	-0.978	0.3381	0.4453	0	0.8561	-0.2267	0.0526	0.0372	0.7208	-0.2017	0	2.9045	0.1193	-0.1811	0	0.5998	-1.4883	0.4311	-0.2102	0	0	0.0704
YNR053C	YNR053C	1	0.2327	-0.0548	-0.197	-0.0464	-0.2513	-0.094	0.2444	0.0584	-0.1008	-0.0342	-0.0882	-0.1649	-0.1334	0.0865	-0.5556	0.2941	-0.2262	-0.0424	0.3335	0.1613	-0.2605	-0.1161	-0.0196	-0.2478
YCR095C	YCR095C	1	0.3185	0.2598	0.1028	0.1076	0.135	0.0507	0.4179	0.2955	0.1117	0.2258	0.0144	-0.0643	0.0013	0.4334	-0.0188	0.175	0.0829	-0.1356	0.0511	0.0449	0.0321	-0.0571	0.1123	-0.217
YBR117C	YBR117C	1	-3.2144	0.3959	0.6208	0.5513	-1.3035	0.87	-3.1579	-0.5426	-0.4677	-1.1778	-0.2446	1.1683	0.1392	0.0424	1.0835	-3.3018	0.9624	-0.2455	-1.4756	-2.0766	1.3911	-1.7245	-3.031	0.3662
YDR424C	YDR424C	1	-0.1893	-0.1263	-0.3444	-0.1242	-0.2821	-0.2288	-0.1414	-0.2198	-0.1961	-0.2299	-0.0589	-0.3081	-0.0336	0.195	-0.205	-0.9136	-0.2277	-0.2624	-0.5552	-0.4239	-0.2449	-0.2832	-0.0564	-0.2243
YLR386W	YLR386W	1	0.1472	0.1751	-0.0157	-0.0093	0.2543	0.0654	0.1244	-0.0456	-0.074	-0.0125	-0.0475	0.0106	0.1311	-0.3228	0.0752	0.3229	0.1777	0.0577	-0.0265	0.1343	0.0248	-0.0508	0.029	0.1126
YDR015C	YDR015C	1	0.3628	0.4307	0.1639	0.6006	0.7588	0.3596	-0.0575	0.0247	0.0118	-0.0386	0.1884	0.1588	0.0769	-1.1501	0.1063	-0.1976	0.0921	0.0313	0.071	0.0613	-0.075	-0.0509	0.2597	0.307
YNL058C	YNL058C	1	0.3328	-0.123	0.6068	-0.101	0.3495	0.1598	-0.1024	-0.3579	-0.1313	-0.1683	-0.7218	-0.8352	-0.0461	-1.176	0.2426	-0.5204	-0.0495	-0.0021	-0.4035	0.6457	0.1906	-0.9461	0.003	-0.1439
YJL060W	YJL060W	1	-0.2847	0.1945	-0.2511	-0.307	-0.2828	0.0104	-0.3497	-0.1726	-0.0457	-0.3029	0.2142	-0.0859	0.2201	-0.4468	0.3682	-0.7772	-0.0635	0.1132	0.0376	0.0854	0.0638	0.2583	-0.2668	0.1513
YGL166W	YGL166W	1	0.0804	-0.1311	1.1196	0.1243	-0.0716	-0.0024	0	1.29	0.4722	0.9376	0.5586	0.6947	0	0	0.2287	0.9444	0.2971	-0.0518	0.1674	0.329	0	0.0975	0.5041	0
YGL001C	YGL001C	1	-0.0188	-0.3993	-0.0719	-0.9352	-0.4312	-0.3239	-0.5806	-0.387	-0.848	-0.5091	-0.8374	-1.288	-0.349	-0.4096	-0.5457	-0.3414	-0.5755	-0.4845	-0.9218	-0.2267	-0.4604	-0.6518	-0.634	-0.2072
YOR328W	YOR328W	1	0.1326	0.2318	0.2951	0.4691	0.6238	0.228	-0.1366	0.0276	0.2536	0.1904	0.0535	0.321	0	-1.27	0.1026	0.048	0.2452	0.0424	0.1987	-0.0411	0.2682	0.1552	0.1749	-0.0285
YDR050C	YDR050C	1	0	0.064	0.1196	0.2377	0.1443	0.5911	-0.0249	-0.0167	0.1422	0.2946	-0.4275	-0.3028	-0.2361	0	-0.4461	-0.5969	0.2926	-0.1962	0.7289	0.0166	-0.0577	0	0.2014	0.0607
YDR374C	YDR374C	1	0.555	0.1468	0.0982	-0.3341	-0.1179	-0.1267	0.0916	-0.1949	0.0953	-0.328	-0.4746	-0.45	-0.4203	-1.3398	0.1742	2.2074	-0.2324	0.2884	1.1212	0	-0.1183	0.6324	-0.0439	0.3707
YHL019C	YHL019C	1	0.0955	-0.1055	0.1125	0.1286	-0.1198	-0.0159	0.1139	0.0036	0.0639	-0.0154	0.0234	-0.0592	0.162	-0.2454	0.1208	0.0647	0.1371	-0.0064	-0.3278	0.2299	0.1298	0.245	0.1175	0.1938
YOR259C	YOR259C	1	0.0273	-0.0867	-0.0566	0.0637	-0.0801	-0.0486	-0.0336	0.3405	-0.1848	0.0115	0.2635	0.0768	-0.1027	0.2725	-0.0854	0.3356	-0.1358	-0.1559	0.0393	-0.0776	-0.1013	-0.2369	-0.0344	-0.2236
YDR387C	YDR387C	1	-0.2743	-0.0951	-0.0679	-0.2677	-0.1989	-0.0852	0.0353	-0.2751	-0.1397	-0.5113	-0.0905	-0.1754	0.066	-0.432	0.0022	-0.5429	-0.0767	0.0563	-0.4467	-0.0241	0.1821	-0.2562	-0.1635	-0.1911
YDR447C	YDR447C	1	0.0249	-0.2023	-0.559	-0.5187	-0.1837	-0.342	-0.4108	-0.8195	-0.6417	-0.2964	-0.5726	-0.7847	-0.4369	-0.7023	-0.7575	-1.081	-0.593	-0.579	-0.2682	-0.4964	-0.7843	-0.4908	-0.371	-0.6685
YBR218C	YBR218C	1	-0.0398	-0.1195	-0.549	-0.3109	-0.2191	0.0509	-0.436	0.0551	0.2729	-0.2707	0.3291	0.0778	-0.0827	-0.3515	-0.1537	0.2326	-0.2268	-0.0916	-0.6009	0.0554	0.159	-0.104	0.0678	0.0749
YGR026W	YGR026W	1	0.0199	0.3741	-0.0151	-0.1713	-0.0138	0.1755	0.226	-0.1331	0.1299	-0.207	0.2119	0.212	0.232	-0.0302	0.4202	0.1412	0.4546	0.4213	-0.1221	0.2215	0.3635	-0.279	0.4102	0.212
YOR295W	YOR295W	1	0.0666	-0.0652	-0.0677	-0.1388	-0.0167	-0.2129	-0.0241	-0.0943	-0.1707	-0.0119	-0.175	-0.2515	-0.2741	-0.1075	-0.2339	-0.1353	-0.2454	-0.2489	-0.1847	-0.2258	-0.3383	-0.0442	-0.1923	-0.1479
YNL328C	YNL328C	1	-0.228	0.1141	-0.4289	-0.1952	-0.4084	-0.7253	-0.8089	0.1432	-0.1002	-0.0213	0.0868	-0.1328	-0.1798	0.3803	-0.2918	0.1707	-0.223	-0.0453	-0.1328	-0.24	0.113	-0.3671	0.0074	0.0398
YDR349C	YDR349C	1	-0.2029	-0.4406	-0.4418	-0.3886	-0.0583	-0.3393	-0.1412	-0.3274	-0.2044	-0.2732	-0.1738	-0.4808	-0.2878	-0.5739	-0.3762	0.1001	-0.2318	0.036	-0.3962	0.0958	-0.0692	0.0223	-0.1973	-0.3513
YML086C	YML086C	1	-0.1864	-0.1747	-0.1173	-0.4968	-0.223	-0.1567	0.1446	-0.2535	-0.2919	-0.2981	-0.2045	-0.1197	-0.1966	-0.252	-0.0748	-0.0332	-0.0781	0.056	-0.2435	-0.1575	0.0325	-0.0256	-0.06	-0.1975
YBR208C	YBR208C	1	0.2023	0.4919	-0.0001	0.0386	-0.2196	-0.1102	-0.163	0.1746	0.0071	-0.1763	-0.2931	-0.6346	0	0	0	0	0	0	0	0.2897	0	0	0	0
YDR054C	YDR054C	1	0.0922	-0.0019	0.0371	0.0489	0.1236	0.1434	0.2327	0.5381	0.2688	0.3877	0.3534	0.1902	0.024	0.1006	-0.0704	0.1879	-0.0403	-0.1987	-0.0965	0.1775	-0.037	0.2091	0.1959	-0.2417
YDR041W	YDR041W	1	-0.3069	-0.5778	-0.3127	-0.052	-0.7842	-0.8217	-0.3824	0.1679	-0.1996	-0.1637	-0.1885	-0.168	-0.6219	0.7656	-0.2905	-0.8428	-0.5476	-0.4888	-0.1814	-0.7821	-0.925	-0.3288	-1.0747	-0.6677
YIL032C	YIL032C	1	0.1661	0.7644	0.1949	0.1545	0.2596	0.0476	-0.1351	0.0229	-0.1539	0.0058	0.0856	0.0919	-0.1201	-0.873	-0.4757	0.2895	0.1346	0.0878	-0.0016	0.1182	0.1519	0.1756	0.0767	-0.0873
YAL065C	YAL065C	1	0.2211	-0.3205	0.2021	-0.4729	0.2684	-0.3775	-0.9444	-0.2505	0.1542	-0.2441	-0.2049	-0.299	0.1803	0.0625	0.1802	-2.4618	-0.1343	0.5949	0.0826	-0.2975	-0.0165	-0.227	-0.098	-0.3678
YKR008W	YKR008W	1	0.3503	0.0999	-0.0117	0.2221	0.0163	-0.0405	0.1921	0.112	0.054	0.0837	0.0991	0.1972	0.0668	0.4989	0.0755	0.1692	0.1236	0.0203	0.2658	0.083	-0.0175	0.0853	0.0902	0.0548
YLL011W	YLL011W	1	0.4656	0.1743	-0.0459	0.1815	0.5072	0.326	0.4149	0.0591	0.0392	0.2432	-0.0433	0.0962	-0.3919	-0.0346	-0.2755	0.4609	-0.1876	-0.3625	0.4027	0.2018	-0.3212	0.1516	0.0678	-0.4897
YGL083W	YGL083W	1	0	-0.0311	-0.2141	0.0565	-0.0786	-0.0841	-0.0759	-0.1432	0.1241	0.0945	-0.0699	0.0576	-0.1932	0.0409	-0.2639	0.19	-0.2317	-0.0273	0	0	-0.4692	0.2695	-0.1719	-0.1905
YLR366W	YLR366W	1	-0.1417	0.2015	-0.0906	-0.0542	0.6961	-0.0332	-0.0941	0.0864	0.1128	0.2732	0.0543	0.0271	-0.08	0.077	-0.1064	-0.0556	0.0542	-0.0064	0	-0.0151	-0.1438	0.0104	0.1692	-0.0161
YHR116W	YHR116W	1	-0.4341	-0.3011	-0.5493	-0.0235	-1.0156	-1.0438	-0.7534	0.1512	-0.1373	0.0315	-0.1092	-0.0095	0.1049	-0.1397	-0.3142	0.0375	-0.1039	-0.514	-0.1576	-1.0908	-1.1436	-0.3138	-0.9413	-0.7939
YNL299W	YNL299W	1	0.1885	0.0398	-0.0929	-0.2018	0.3155	-0.0775	0.1826	0.1859	-0.0359	-0.0529	-0.017	0.0258	-0.0703	-0.4514	-0.2945	0.8569	-0.1237	0.0442	0.7182	0.3322	0.138	0.1578	0.1354	-0.0904
YJR123W	YJR123W	1	-0.2792	-0.693	-0.7186	-0.823	-0.4893	-0.6729	-0.3685	-0.8546	-0.7729	-0.3989	-0.7134	-0.894	-0.7233	-0.7967	-0.8091	-1.0452	-0.7523	-0.6605	-0.3921	-0.3479	-0.7699	-0.382	-0.4886	-0.7792
YCR005C	YCR005C	1	-0.5331	-0.7289	-0.5059	0.7839	0.2323	-0.4449	-0.086	0.6961	0.7709	0.1758	1.2725	-1.1634	0.1964	-1.8145	0.0689	-0.3713	0.5436	0.4348	-0.5944	0.1591	-1.3668	-0.0708	-0.4022	-0.4495
YGL181W	YGL181W	1	-0.0884	0.1597	-0.1653	-0.2487	-0.1104	0.0877	0.1218	0.1129	0.0616	0.0326	0.0513	-0.0634	0.0536	-0.2512	-0.1015	0.4898	-0.0801	0.1026	0.1495	0.0037	0.055	-0.0489	0	0.1683
YJL095W	YJL095W	1	-0.1847	-0.0508	-0.0703	0.1116	-0.1916	-0.0829	0.1548	-0.0898	-0.1443	0.0039	-0.1097	0.0312	0	-0.0997	-0.0716	1.1789	0	0.1618	0.2319	-0.096	0.1598	-0.0302	0.0861	-0.0436
YOR130C	YOR130C	1	0.1768	-0.4508	-0.0517	0.0954	-0.0855	-0.0471	-0.1736	0.3386	0.3364	0.3515	0.3401	-0.171	0.1102	-0.227	-0.031	-0.9374	-0.1416	0.0253	-0.5515	-0.1197	-0.314	0.3831	-0.0264	0.0263
YLR100W	YLR100W	1	0.0644	-0.5874	0.1565	-0.5372	-0.5384	-0.3369	-0.2598	-0.0234	-0.5225	0.1104	-0.7969	-1.0787	-0.4141	-0.7586	-0.5823	-0.3795	-0.5547	-0.3804	-0.2366	0.128	-0.4719	-0.4763	-0.4565	0.1288
YDL053C	YDL053C	1	0.088	0.0375	-0.0913	0.0262	-0.1315	0.0166	-0.0157	0.3118	0.2042	0.0588	0.0991	0.0734	0.0248	0.1901	0.0107	0.1814	-0.023	-0.2803	0	-0.007	0.1102	-0.0791	-0.1208	0.0018
YML048W	YML048W	1	-0.6685	-0.5463	-0.6239	-0.6508	-0.586	-0.3563	-0.1214	-0.358	-0.439	-0.4175	-0.3332	-0.1738	-0.2696	-0.3063	-0.3033	-0.366	-0.2654	-0.1537	-0.5854	-0.2131	-0.1048	-0.3662	-0.1249	-0.411
YGL085W	YGL085W	1	-0.0353	-0.1317	0.0129	-0.1631	-0.1035	-0.1438	0.0212	-0.0771	-0.0743	-0.1088	-0.1225	0.0349	-0.024	-0.0205	0.0788	-0.3399	-0.0468	-0.0553	-0.2865	-0.1205	-0.0272	-0.0876	-0.2459	-0.1573
YHR056C	YHR056C	1	0.2306	0.2976	0.1051	0.2812	0.2528	0.2208	0.1712	0.4006	0.3285	0.3044	0.2902	0.4258	0.1026	0.4993	0.0825	0.5582	0.2806	0.0809	0.3869	0.209	0.2351	0.2792	-0.0894	0.0637
YBR058C	YBR058C	1	0.0917	0.0878	-0.0922	-0.0962	-0.1928	0.0451	0.4255	-0.0049	-0.0389	0.1684	0.0451	-0.0836	0.1038	0.0028	-0.013	0	0.1718	0.0305	-0.1689	-0.0073	-0.0255	0.0884	0.2683	0.0172
YIR006C	YIR006C	1	-0.4541	-0.4236	-0.2089	0.1876	-0.4491	-0.2065	-0.2653	0.0697	-0.1122	-0.1568	0.0051	-0.2091	0	0.474	-0.0979	0.5786	0	-0.0322	-0.0666	0.1641	0.0649	0.3225	-0.0222	0.3245
YBL054W	YBL054W	1	0.3998	0.2316	-0.166	-0.1396	0.2637	0.1955	0.2215	0.1422	0.3659	0.3758	-0.0173	-0.0312	-0.2257	-0.4041	-0.4741	0.8912	0.0567	0.0802	0.7301	0.2473	-0.1435	0.2967	0.165	-0.1827
YER151C	YER151C	1	0.5894	0.425	0.0118	0.3476	0.0527	0.255	0.0744	0.3979	0.3986	0.3018	0.392	0.3521	0.2649	0.4647	-0.0805	1.4469	0.2387	0.2069	0.6079	0.36	0.0284	0.4042	0.355	0.2224
YDR457W	YDR457W	1	0.1924	0.2062	0.2532	0.2205	0.0301	0.1953	0.0315	-0.028	-0.0196	0.027	0.0044	0.1778	0.284	-0.0666	0.2396	0.4909	0.3711	0.3901	0.031	0.3561	0.3262	-0.1058	0.4926	0.3081
YCL074W	YCL074W	1	0.0933	-0.0985	0.2571	0.6914	0.0641	0.1407	0.0758	0	0.1193	-0.1074	0.2136	0.1292	0.3299	0	0.0519	0.4787	0	0.096	0.1005	0	0.4881	0	0.3825	0.1583
YGR222W	YGR222W	1	0.0533	0.1545	0.022	0.1347	-0.3731	-0.1887	-0.6032	0.1253	-0.1097	-0.0462	-0.0796	0.1155	0.0905	0.0581	0.1785	-0.3215	0.1745	0.1185	0.2253	0.0075	-0.0497	-0.1516	0.0363	0.0418
YPL001W	YPL001W	1	-0.2396	-0.4791	-0.4033	-0.137	-0.2561	-0.1919	-0.1555	-0.3257	-0.3043	-0.2735	-0.4146	-0.2161	-0.1673	0.3359	-0.2707	0.8069	-0.088	-0.3541	0.0958	-0.3381	-0.3379	-0.4653	-0.5253	-0.3891
YER119C	YER119C	1	-0.0767	-0.1101	0.6177	-0.133	-0.2001	0.6302	0.0874	-0.1007	-0.3636	-0.8138	-0.099	-0.0738	0.1447	-0.6314	0.7268	0.0386	0.1988	0.1138	-0.1943	0.1786	0.5198	-0.0554	-0.0023	0.6574
YGL225W	YGL225W	1	-0.5076	-0.2803	-0.3938	-0.5775	-0.2666	-0.3475	-0.329	-0.8265	-0.6375	-0.7493	-0.3877	-0.4692	-0.1083	-0.3965	-0.3749	-0.2616	-0.3705	-0.129	-0.3581	-0.2974	-0.0148	-0.5861	-0.3677	-0.1835
YMR275C	YMR275C	1	0.1425	0.0753	0.0763	0.2176	0.0053	-0.0836	-0.0989	-0.2172	0.0888	0.1593	-0.0533	0.3533	0.004	-0.346	-0.0703	0.0463	-0.1214	-0.1924	0.1268	-0.0069	-0.0994	-0.0599	0.1742	-0.0524
YOR367W	YOR367W	1	-0.1396	0.0126	0.1125	-0.1312	0.0473	0.1013	0.1751	-0.1358	-0.2163	-0.3283	0.0417	0.1533	0.215	0.3611	0.4619	-0.1811	0.2045	0.1249	-0.0632	-0.0345	0.3823	-0.167	0.0003	0.1737
YLR155C	YLR155C	1	4.6392	-0.5839	-0.3999	5.8871	-0.3298	-0.5446	5.8426	-0.6218	-0.3824	6.2923	5.7674	5.9364	-0.2116	7.3649	-0.2615	9.534	-0.2939	6.7343	-0.5418	-0.0835	6.0742	6.6254	-0.6146	6.9635
YLL043W	YLL043W	1	-0.1572	-0.2198	-0.0469	-0.149	-0.0739	-0.0945	-0.0129	0.0226	0.0155	-0.2259	0.1152	-0.0759	-0.1766	-0.1577	-0.3639	0.493	-0.1584	-0.2129	-0.1804	0.0985	0.1481	0.0424	0.2274	-0.2063
YPR165W	YPR165W	1	-0.3343	-0.4344	-0.256	-0.2889	-0.4361	-0.3953	-0.4304	-0.3508	-0.3307	-0.2011	-0.3306	-0.3053	-0.1571	-0.1162	-0.0519	-0.7551	-0.2261	-0.2544	-0.3945	-0.1347	-0.4242	-0.4132	-0.453	-0.3347
