Gene,+/0/-,430Net rank,PIXIE rank,Difference (430Net-PIXIE),Absoulte Difference
YBR120C,0,94,100,-6,6
YDL217C,1,68,62,6,6
YPR125W,1,25,31,-6,6
YOR354C,-1,90,84,6,6
YDR376W,-1,155,161,-6,6
YHL002W,-1,893,898,-5,5
YNL093W,-1,1733,1738,-5,5
YJR050W,-1,3148,3153,-5,5
YNL279W,-1,3934,3929,5,5
YKL186C,-1,3427,3431,-4,4
YNL121C,1,48,44,4,4
YBR273C,-1,478,474,4,4
YGL202W,-1,2009,2013,-4,4
YKR035W-A,-1,825,821,4,4
YOL023W,0,93,89,4,4
YMR302C,1,46,43,3,3
YNR015W,-1,1983,1980,3,3
YIL109C,-1,1297,1294,3,3
YOR267C,-1,3183,3180,3,3
YGR147C,-1,213,210,3,3
YKR072C,-1,3557,3559,-2,2
YOR266W,1,85,83,2,2
YOR287C,-1,3288,3286,2,2
YNL049C,-1,2795,2797,-2,2
YMR011W,-1,4094,4092,2,2
YKR046C,-1,337,336,1,1
YJR093C,-1,3202,3201,1,1
YNR009W,-1,1924,1923,1,1
YBR098W,-1,3352,3352,0,0
