Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,,Rankings Similarity to AG
YLL038C,-1,-1,2.37554641,2.835177718,2823,5553,4083,3477,702,544,,,
YBL003C,-1,-1,2.375400048,2.022630064,2824,2528,3481,2707,3039,4858,,,
YKL197C,-1,-1,2.374824303,2.224282653,2825,4380,2626,3001,1454,1443,,,
YGR279C,-1,-1,2.373959555,2.330544569,2826,1758,2319,3322,470,475,,,
YBR155W,-1,-1,2.373824424,1.571836666,2827,4461,611,4665,1337,849,,,
YDR184C,-1,-1,2.373804257,1.514820825,2828,3089,538,4813,5786,5716,,,
YDL216C,-1,-1,2.371314334,1.808903469,2829,4284,2679,4613,5132,4567,,,
YAR018C,-1,-1,2.371194926,2.363597029,2830,5573,2533,3596,3733,3942,,,
YBR196C,0,0,2.370646059,2.117656409,2831,4928,1287,4089,2843,1430,,,
YLR324W,-1,-1,2.369996527,1.907265009,2832,4695,1475,955,3070,3097,,,
YLR360W,-1,0,2.369928364,1.796700395,2833,1888,3672,1203,3769,5263,,,
YER133W,-1,-1,2.368900712,1.862605116,2834,853,2189,705,2282,5724,,,
YJL129C,-1,-1,2.368707465,1.643635711,2835,5328,2837,2347,5045,5005,,,
YML022W,0,0,2.368185315,1.640220549,2836,2507,795,4029,2816,3215,,,
YCL063W,-1,-1,2.36704032,2.089909997,2837,3264,1851,2739,868,646,,,
YOL124C,-1,-1,2.366725868,1.788602132,2839,5145,343,4508,5404,4639,,,
YLR192C,-1,-1,2.366487214,2.460388069,2840,3121,1652,2574,3643,2204,,,
YJR010W,0,0,2.366431686,2.915371262,2841,2008,3531,3289,3964,2409,,,
YGL094C,-1,-1,2.365708994,2.296492238,2842,3769,3566,1924,3632,3009,,,
YKR034W,0,-1,2.365553595,2.128246266,2843,4633,4062,5418,4084,3138,,,
YOR281C,0,-1,2.365079217,2.065952175,2844,275,620,1252,266,251,,,
YHR188C,-1,-1,2.364952619,2.385585767,2845,5451,3688,2008,2086,1692,,,
YDL114W,0,0,2.364625409,2.383306478,2846,4628,4656,5559,4222,3420,,,
YDR453C,-1,-1,2.364107852,1.555560467,2847,3323,989,3421,5489,4978,,,
YER180C,-1,-1,2.362377523,2.115453994,2848,2921,3141,2696,3803,3678,,,
YDL210W,-1,-1,2.361711782,2.496558827,2849,4144,3031,5279,4134,3140,,,
YGL226C-A,-1,-1,2.36155399,2.327217122,2850,2052,1820,5071,690,255,,,
YIR008C,-1,-1,2.360467097,2.305305836,2851,4851,1357,602,1026,978,,,
YER027C,-1,-1,2.359652044,2.239005904,2852,1416,1748,318,1468,3005,,,
YKL018W,-1,-1,2.359464181,2.269917292,2853,5066,3042,564,1914,5290,,,
YDR318W,-1,-1,2.359280867,1.968446661,2854,2684,1971,1820,2514,4320,,,
YOR068C,-1,-1,2.358164019,2.528300172,2855,4175,4138,5273,3876,3269,,,
YHR151C,0,0,2.35710607,2.328142383,2856,1268,4278,3258,2363,3072,,,
YPR201W,-1,-1,2.357076331,2.199610782,2857,5183,3954,5382,3291,3248,,,
YLR158C,0,0,2.356793909,2.427068198,2858,5771,4148,5181,2562,2747,,,
YJL160C,0,0,2.356376782,2.413967907,2859,5337,5212,5289,4126,3278,,,
YLL021W,-1,-1,2.35564695,1.957507073,2860,3821,3001,2538,1662,1298,,,
YMR322C,0,0,2.354250942,2.50288991,2861,2499,3924,5407,5333,3844,,,
YOR394W,0,0,2.354232955,2.461964769,2862,1283,5622,4574,4219,4060,,,
YOR128C,0,0,2.353538944,2.658008193,2863,2042,3751,2898,5000,3882,,,
YNL274C,0,0,2.352907612,1.289994731,2864,343,155,1669,3686,3940,,,
YKR026C,-1,-1,2.352599901,1.839428299,2865,2239,1279,3206,3439,3316,,,
YGR004W,-1,-1,2.352493867,2.46335579,2866,5279,3064,3780,4230,4265,,,
YEL065W,-1,-1,2.350823209,2.361327195,2867,1829,4093,4367,1843,1282,,,
YBR019C,0,0,2.350812921,2.399163848,2868,4332,3285,5061,3983,1913,,,
YPL239W,-1,-1,2.350724243,2.072878701,2869,4981,1257,4018,4142,3579,,,
YKR106W,0,-1,2.349510172,2.308302347,2870,3074,4215,5126,5556,4907,,,
YGR289C,-1,-1,2.348091532,2.048752781,2871,5109,2027,4317,5631,5606,,,
YOR069W,-1,-1,2.348005271,1.974105635,2872,1803,742,1423,2302,1680,,,
YIL107C,0,0,2.347604293,1.774928538,2873,3006,524,3668,3939,1728,,,
YER041W,-1,-1,2.347382148,2.286472476,2874,4235,4516,4113,2994,3360,,,
YGL216W,-1,-1,2.347181109,2.051531055,2875,2854,3268,1460,1205,1147,,,
YBR025C,0,-1,2.34703983,2.346312621,2876,433,5636,3721,1918,1474,,,
YDR040C,-1,-1,2.347009152,2.376189761,2877,5107,2377,5443,5780,5518,,,
YER132C,0,-1,2.345922006,2.129308091,2878,200,2570,3833,893,864,,,
YOR129C,-1,-1,2.345873446,1.861706932,2879,3431,2337,4226,2955,2139,,,
YPR157W,0,0,2.345117353,2.788027597,2880,1069,5605,5337,4603,4198,,,
YOL077W-A,-1,-1,2.344577724,2.51461705,2881,5594,5472,5615,2305,985,,,
YJR072C,0,-1,2.344124414,1.635400842,2882,693,4598,2584,4240,3582,,,
YCR066W,-1,-1,2.343923316,2.044720115,2883,1681,2556,2544,2069,1517,,,
YGL236C,-1,-1,2.343258902,2.708084237,2884,2549,5488,538,345,1546,,,
YJR153W,-1,0,2.343193322,2.564591602,2885,5126,3760,4901,3434,3552,,,
YLR436C,0,0,2.34283305,1.708231984,2886,126,1658,2341,3549,2630,,,
YDL208W,-1,-1,2.342431906,2.011290475,2887,4158,1476,5202,3866,5293,,,
YGL153W,-1,-1,2.341726476,2.648365725,2888,1911,1995,1728,3929,3604,,,
YDR106W,0,-1,2.341467664,2.340592226,2889,3178,3958,5266,2964,2934,,,
YDL229W,-1,-1,2.340695369,2.244269484,2890,3850,3868,5510,5570,5749,,,
YDR277C,0,-1,2.340603465,2.560868115,2891,815,3254,4022,5414,4330,,,
YIL177C,0,0,2.339722449,2.378043704,2892,3389,5394,4510,5153,3887,,,
YGL183C,-1,-1,2.339311772,2.336274423,2893,4273,3587,5557,5309,4700,,,
YPL119C,-1,-1,2.338227333,2.285459552,2895,2530,3059,4270,5244,4305,,,
YOR294W,-1,-1,2.337693535,1.815776403,2896,5584,267,4788,5721,5710,,,
YLR039C,-1,-1,2.337259327,2.233930943,2897,3174,628,1033,874,1027,,,
YKR048C,-1,-1,2.335392094,2.211749239,2898,3669,2208,1650,4894,5403,,,
YLR157C,0,0,2.334167889,2.777094244,2899,3627,3061,5408,3859,2821,,,
YJL023C,0,-1,2.333170848,1.967348775,2900,2185,4728,2692,1887,1415,,,
YBR250W,0,-1,2.333056124,2.291736236,2901,3131,4204,5150,5620,4964,,,
YKL023W,0,-1,2.332086437,1.821228843,2902,358,5171,3465,2804,2241,,,
YER098W,-1,-1,2.331940921,2.347728659,2903,1621,3427,3275,3350,2361,,,
YNL314W,-1,-1,2.331400748,2.292571907,2904,3940,2596,1862,3067,3232,,,
YFL050C,-1,-1,2.33132352,2.195182627,2905,3996,3651,4677,2805,2925,,,
YPL145C,-1,-1,2.330842234,2.071714274,2906,3100,3251,2111,2026,1427,,,
YMR035W,1,1,2.330591079,2.554103063,2907,3068,5483,463,1286,1490,,,
YKL203C,-1,-1,2.330586638,2.12564482,2908,5152,2360,2413,4977,5051,,,
YKL135C,0,0,2.329757794,1.878645481,2910,3820,2812,695,2119,2168,,,
YKL073W,0,-1,2.329708432,1.99011485,2911,5087,2945,1681,1425,1009,,,
YNL188W,-1,-1,2.329430079,1.832074831,2912,3969,1202,2867,2768,1966,,,
YNL153C,-1,-1,2.329233938,1.745894342,2913,3401,5128,2001,232,184,,,
YPR108W,-1,-1,2.328624477,1.921869613,2914,934,260,198,916,4419,,,
YML058W-A,-1,-1,2.327463966,2.447848411,2915,5476,3210,5606,3558,1906,,,
YOL133W,-1,-1,2.326090087,2.233261291,2916,2367,3272,1558,1739,1516,,,
YPR018W,-1,-1,2.325554306,1.993792158,2917,3011,2614,3027,5546,5678,,,
YLR336C,-1,-1,2.324281641,1.335129075,2918,3786,551,4558,5168,4390,,,
YER099C,0,0,2.32370815,2.157854708,2920,3050,1976,1233,2407,2385,,,
YIR028W,0,0,2.323091204,2.276503006,2921,4665,3673,4959,5722,5514,,,
YNL225C,-1,-1,2.323055474,1.818058948,2922,1427,848,1707,1417,1391,,,
YDR283C,-1,-1,2.322958341,1.97894919,2923,2804,3127,3253,5392,5281,,,
YNL007C,-1,-1,2.321708299,2.120325076,2924,938,756,3486,2167,1213,,,
YAR042W,-1,-1,2.32165098,2.541207359,2925,4616,2644,5127,1212,1248,,,
YLL010C,0,-1,2.320915347,2.370154603,2926,3147,3905,2110,3587,2848,,,
YDL073W,0,-1,2.320831106,2.26089277,2927,382,4959,2505,5046,4883,,,
YLR392C,0,-1,2.320458707,1.995157325,2928,206,4506,1790,2555,2134,,,
YHR072W,-1,-1,2.319614906,1.740871641,2929,5142,2525,3713,647,742,,,
YDR192C,0,-1,2.319129065,2.336905888,2930,801,1670,2560,4550,4873,,,
YIR032C,0,0,2.318242909,2.054766363,2931,4875,4028,3350,4420,5091,,,
YMR004W,0,-1,2.317714932,2.116875203,2932,1763,658,431,2266,4111,,,
YBR186W,-1,-1,2.317259488,2.192664463,2933,5254,4141,5063,4068,1809,,,
YKL081W,-1,-1,2.316847705,1.790557941,2934,2513,2845,4156,5033,4120,,,
YLR219W,-1,-1,2.316474908,1.235015792,2935,1224,420,1973,3701,1990,,,
YOR241W,0,0,2.316156275,1.603233218,2937,3075,492,137,1020,3329,,,
YPL176C,-1,-1,2.315371179,1.647370387,2938,4917,1503,237,1056,1585,,,
YEL013W,-1,-1,2.314694314,2.1078714,2939,1473,3757,549,793,925,,,
YGR170W,-1,-1,2.312395926,2.194449308,2940,2547,2291,1534,2484,1646,,,
YKL181W,0,0,2.312030535,1.969379439,2941,4500,325,4709,4477,4459,,,
YIL127C,0,0,2.311560434,1.390014335,2942,3400,309,5203,5056,5215,,,
YPL174C,-1,-1,2.311218975,2.110871898,2943,2421,3446,3632,1114,942,,,
YBR043C,0,-1,2.311072886,2.077174087,2944,3433,2542,2362,4130,1992,,,
YAL024C,-1,-1,2.310827905,2.108533731,2945,2292,2476,4445,1393,1073,,,
YLL033W,-1,-1,2.310760097,2.489984086,2946,4296,2956,2764,2268,3070,,,
YIL044C,0,-1,2.309279762,2.289790227,2947,2697,3365,1355,3241,4342,,,
YML031W,-1,-1,2.308382933,2.080816746,2948,3982,701,982,3202,4994,,,
YNL267W,-1,-1,2.308374071,1.923718666,2949,2550,979,310,369,612,,,
YLR047C,-1,-1,2.307886914,2.482748191,2950,5053,3508,5006,1229,1263,,,
YLR413W,0,0,2.3071226,1.510355356,2951,5439,4657,5135,2798,1271,,,
YGL250W,-1,-1,2.306494916,1.54234461,2952,547,5040,2669,791,588,,,
YLR361C,-1,-1,2.306251443,1.730747219,2953,4783,1648,717,2078,1847,,,
YHR089C,-1,-1,2.305568677,1.886759006,2954,4753,1870,4842,5011,5524,,,
YJR131W,-1,-1,2.305436807,2.020680741,2955,1611,1276,2254,2830,2926,,,
YNL024C-A,0,0,2.30421257,2.666265683,2957,5462,5468,6000,2699,2563,,,
YLR154W-C,-1,-1,2.30421257,2.666265683,2959,5468,4692,5858,2921,2762,,,
YPR036W-A,0,-1,2.30421257,2.666265683,2960,5469,4245,6034,2581,2458,,,
YMR194C-B,0,0,2.30421257,2.666265683,2961,4835,4976,5994,2668,2532,,,
YGR169C-A,0,-1,2.30421257,2.666265683,2963,4834,4582,5927,2628,2492,,,
YIL102C-A,0,-1,2.30421257,2.666265683,2965,4840,4449,5947,2666,2530,,,
YJR112W-A,0,0,2.30421257,2.666265683,2967,4833,4327,5959,2667,2531,,,
YCL005W-A,-1,-1,2.30421257,2.666265683,2969,5460,4246,5865,2583,2459,,,
YCR075W-A,0,0,2.30421257,2.666265683,2970,4839,4272,5893,2603,2468,,,
YJL127C-B,0,1,2.30421257,2.666265683,2971,4837,4636,5955,2629,2493,,,
YJL042W,-1,-1,2.303933207,1.640849211,2973,2790,1011,2038,4020,3163,,,
YHR014W,-1,-1,2.302960958,2.578616881,2975,5227,3764,5399,5515,4585,,,
YER115C,-1,-1,2.302428403,2.096900593,2976,5140,1790,3588,2523,3647,,,
YKL048C,-1,-1,2.301654075,1.928057879,2977,3402,3076,1661,1064,948,,,
YOR303W,0,0,2.30105985,2.352834245,2978,3495,1762,3846,4277,3027,,,
YPR008W,-1,-1,2.300860388,2.009598776,2979,1106,1798,1877,924,802,,,
YFR026C,0,0,2.300751624,1.971250134,2980,1867,4641,4406,2866,3084,,,
YCL030C,0,0,2.300563453,2.283343204,2981,1994,3982,4097,4506,3012,,,
YKL190W,-1,-1,2.300509457,2.218815774,2982,3195,1491,925,585,1048,,,
YDR200C,-1,-1,2.300321276,1.56393734,2983,4199,1942,2040,4298,3822,,,
YHR112C,0,0,2.299921704,1.655492182,2984,2191,812,2526,3798,1855,,,
YOR335C,-1,-1,2.299286293,1.862173345,2985,2680,280,3337,4471,3730,,,
YMR212C,0,0,2.298605024,1.689411787,2986,1579,1263,924,2528,2407,,,
YLL007C,0,1,2.297425684,2.030566749,2987,272,5811,2706,1796,1419,,,
YOR091W,0,-1,2.297291866,1.532878889,2988,4606,1878,4662,5062,3717,,,
YDR254W,-1,-1,2.296386893,1.841481287,2989,1636,391,3073,3413,1660,,,
YLR138W,-1,-1,2.295113879,2.128344458,2990,4494,2433,3055,4590,4278,,,
YOL061W,0,0,2.293933214,1.892704046,2991,4931,1396,2232,2875,2193,,,
YNR071C,0,0,2.292600687,2.658600308,2992,5040,5593,5489,5692,5255,,,
YBR057C,-1,-1,2.29157059,2.208212215,2993,3531,2968,1931,955,744,,,
YLL004W,-1,-1,2.291502044,1.650845052,2994,5428,3916,1596,2009,1803,,,
YIL041W,-1,-1,2.291388195,2.39293498,2995,2007,4984,505,366,133,,,
YIL145C,-1,0,2.291110758,1.742646807,2996,2800,2023,3432,4439,4271,,,
YIL066C,-1,-1,2.29103488,2.193435058,2997,3482,4007,5386,802,1021,,,
YDL179W,-1,-1,2.290710675,2.430100358,2998,3740,2677,3043,1278,979,,,
YOR267C,-1,-1,2.290709954,2.181260097,2999,1285,2054,2205,5136,4656,,,
YBR097W,-1,-1,2.289564785,2.249936561,3000,2156,1235,3826,1527,909,,,
YGL079W,-1,0,2.289032686,2.186553252,3001,5192,4434,2332,2043,4986,,,
YIL148W,-1,-1,2.288818233,1.52370132,3002,1145,1543,4945,3912,5295,,,
YLR088W,-1,-1,2.288503181,2.100979842,3003,5565,3890,866,2792,4249,,,
YER083C,0,1,2.288489957,2.24077288,3004,2967,3000,2009,187,62,,,
YIL139C,-1,-1,2.287347994,2.127775579,3005,4322,3826,3039,3337,3785,,,
YJR024C,0,0,2.285930364,1.945703515,3006,719,5322,2112,1593,2671,,,
YCL004W,-1,-1,2.285852792,2.018047898,3007,4414,3545,4125,3437,3789,,,
YML016C,-1,-1,2.285037137,2.035741373,3008,1889,2071,1964,5368,5554,,,
YPL152W,-1,-1,2.284166543,1.75838835,3009,1347,487,1651,3484,3866,,,
YPL020C,-1,-1,2.283400495,1.71624756,3010,1823,2231,990,2831,2302,,,
YKR044W,-1,0,2.283390075,1.525893139,3011,5453,4554,3570,2851,2243,,,
YDR198C,0,0,2.282599817,2.005392842,3012,5164,725,3997,4434,3430,,,
YPL280W,0,-1,2.282079021,2.167777748,3013,5072,5729,5542,4207,3418,,,
YKL047W,0,0,2.280818787,1.924541997,3015,878,5311,2778,4687,3151,,,
YOL078W,-1,-1,2.280130272,2.552918698,3016,4171,1755,4411,3851,1702,,,
YKL101W,-1,-1,2.280106295,2.009317884,3017,3566,2440,2064,2208,1978,,,
YDR374C,0,-1,2.279881305,2.578407369,3018,692,4316,5524,4362,3426,,,
YLR054C,-1,-1,2.278973182,2.162124914,3020,4491,4013,5333,3140,3107,,,
YDL127W,-1,-1,2.278579606,2.182000019,3021,1905,3624,3494,5575,5557,,,
YEL021W,0,0,2.278305369,2.491468976,3022,4002,4039,4565,3450,2957,,,
YHR035W,0,0,2.278103581,2.40877713,3023,5539,5922,3929,2223,2731,,,
YOR388C,0,0,2.278051793,2.03752629,3024,5397,3938,4942,4952,4210,,,
YLR220W,-1,-1,2.277728391,2.289398436,3025,1326,2521,457,1195,1059,,,
YDL231C,-1,-1,2.276725338,1.828934277,3026,5015,3217,3627,3721,3260,,,
YOL158C,-1,-1,2.276652822,2.44311082,3027,4856,3023,3903,5318,5147,,,
YGR054W,-1,-1,2.276273492,2.477427849,3028,3082,2972,2668,4300,2853,,,
YGR113W,-1,-1,2.276198952,2.073609498,3029,2322,3146,2977,5255,4315,,,
YFR006W,0,0,2.275710451,2.275546432,3030,1377,4414,395,1144,2013,,,
YCR101C,0,0,2.275615696,2.020486252,3031,2149,5762,5385,3050,3096,,,
YHR005C,-1,-1,2.27536222,1.982798009,3032,3251,3650,1872,5321,5755,,,
YDL223C,-1,-1,2.275135244,1.964724914,3033,3841,1827,4920,1485,1376,,,
YMR073C,0,0,2.274567894,2.386364044,3034,134,1614,413,713,1185,,,
YHL023C,0,-1,2.273554102,2.034100893,3036,4887,5693,1999,3577,1724,,,
YOL002C,-1,-1,2.273527343,2.225781103,3037,4601,1970,3654,1515,1010,,,
YKL057C,0,-1,2.2732912,2.073712352,3038,1001,1802,267,1415,5199,,,
YPL187W,-1,-1,2.272866534,2.731502409,3039,1940,3238,5323,5221,4698,,,
YDL143W,-1,-1,2.272866218,2.273879933,3040,3691,1331,1085,1642,1760,,,
YMR180C,-1,-1,2.272568822,2.250078836,3041,1553,2117,2845,4575,3593,,,
YCR048W,-1,-1,2.2722081,2.224123259,3042,4310,3936,4123,3127,3529,,,
YOR011W,-1,-1,2.271482774,2.233076553,3043,2269,4025,4517,3379,1806,,,
YHR181W,0,-1,2.271101789,2.306417277,3044,1790,1444,767,1170,4421,,,
YER076C,0,0,2.269595519,2.263928997,3045,1397,5545,2276,1992,2899,,,
YMR198W,-1,-1,2.268995204,1.666519952,3046,3496,2835,2649,290,412,,,
YJR094C,0,-1,2.268794785,2.356031158,3047,967,4050,4929,3428,3551,,,
YLR329W,-1,-1,2.267840325,2.160989268,3049,5129,3211,5041,5139,4303,,,
YMR232W,-1,-1,2.266749339,2.095994209,3050,3212,3983,5207,5649,4714,,,
YER096W,-1,-1,2.266289832,2.415883843,3051,5131,2338,4777,4924,3438,,,
YNL199C,-1,-1,2.266249407,1.923747748,3052,4335,770,2036,3540,2304,,,
YFR040W,-1,-1,2.265713647,2.424576744,3053,2592,2622,1506,456,692,,,
YOL075C,0,0,2.265018744,2.199108104,3054,3295,3411,3571,3079,3526,,,
YLR274W,-1,-1,2.264283876,1.958494667,3055,4605,2246,1212,3605,4996,,,
YIL147C,-1,-1,2.263798413,2.075679012,3056,4408,4106,3764,1442,1176,,,
YPL164C,-1,-1,2.263648194,1.861612767,3057,4914,3066,1963,3567,3669,,,
YOR143C,0,0,2.263498969,1.48704042,3058,3613,3563,2041,1952,1964,,,
YDR188W,-1,-1,2.263456571,2.187515861,3059,4784,974,1600,3164,1708,,,
YJL156C,0,0,2.263170816,2.253547107,3060,4741,1500,1343,2348,3345,,,
YOR278W,0,0,2.260985397,2.013805654,3061,2566,1201,748,1179,3195,,,
YPR030W,-1,-1,2.26096635,2.038036396,3062,4714,3896,4639,4288,2076,,,
YDR126W,-1,-1,2.260707559,2.159473518,3063,3859,3188,4926,1303,1296,,,
YGR057C,0,0,2.2601347,2.107552054,3064,2276,2717,2533,3727,4255,,,
YLR330W,-1,-1,2.259291014,1.734434927,3065,3158,4335,385,145,44,,,
YOR233W,-1,-1,2.25838278,1.533343044,3066,5540,1445,3131,5159,4783,,,
YOL159C,0,0,2.257465054,1.939702768,3067,658,5372,3030,4160,4262,,,
YPR120C,-1,-1,2.257207105,1.580439786,3068,4805,1307,2656,2429,1631,,,
YJL001W,-1,-1,2.256833379,1.850467064,3069,1959,177,605,890,4662,,,
YNL334C,0,0,2.256388717,2.309162321,3070,1167,4046,3391,3603,3937,,,
YHL039W,0,0,2.255791921,1.980403923,3071,798,1168,4416,4934,4488,,,
YHR077C,-1,-1,2.255180054,2.185335754,3072,4308,2591,4002,4706,4084,,,
YFR018C,0,0,2.254977052,2.410706209,3073,3307,4375,4212,5509,5250,,,
YMR018W,0,-1,2.254158545,2.26359723,3074,3626,5362,4600,3370,3542,,,
YKL033W,-1,-1,2.253727905,1.832605914,3075,3455,5927,2963,4086,2691,,,
YOR270C,-1,-1,2.253662306,1.956306171,3076,2480,630,1956,2074,1518,,,
YDR501W,-1,0,2.253506653,2.169075639,3077,5350,3224,4757,4482,4080,,,
YHL012W,-1,0,2.253125479,2.15445032,3078,5244,4053,5466,4260,3585,,,
YFR038W,-1,-1,2.25247139,1.710071748,3079,4873,5144,3633,4098,4261,,,
YMR260C,-1,-1,2.252412105,1.549421993,3080,3766,1496,3747,2292,1984,,,
YFR051C,0,0,2.252053033,2.301227615,3081,3303,2877,1529,1435,1039,,,
YJR031C,-1,-1,2.250900631,2.097485843,3083,3962,1793,1210,1754,1335,,,
YNL227C,-1,-1,2.250458256,1.667802665,3084,2370,2624,4794,4601,2295,,,
YLR058C,0,0,2.250204693,2.100183573,3085,5001,3497,3772,5428,5016,,,
YLR141W,-1,-1,2.249572723,2.264769471,3086,2826,2356,4208,5315,4765,,,
YMR312W,-1,-1,2.24901347,2.441026545,3087,3713,1078,3082,1555,1451,,,
YGL213C,-1,-1,2.248153135,2.215069944,3088,2431,2109,402,1603,4237,,,
YGR200C,-1,-1,2.248002122,1.563237375,3089,3939,699,3861,3062,1604,,,
YGL100W,0,0,2.247529143,2.228663363,3090,4543,1176,277,806,5080,,,
YHR124W,0,-1,2.247436371,1.983593403,3091,5552,3495,4228,4315,3697,,,
YFL053W,0,0,2.247289181,2.197676364,3092,5249,4081,5449,3984,3811,,,
YPL066W,0,0,2.246756998,2.195823508,3093,3374,5912,1706,4054,3815,,,
YOR093C,0,0,2.246081039,2.200952001,3094,366,5755,3169,3124,1707,,,
YPR185W,-1,1,2.245770931,1.960710549,3095,4145,2615,888,1748,2081,,,
YPR088C,0,0,2.245699809,2.214140224,3096,1674,1136,1697,2114,1596,,,
YLR014C,-1,-1,2.2453834,1.909617771,3097,5181,1289,4824,5099,4302,,,
YPL101W,-1,-1,2.244817263,2.088047815,3099,5096,2243,2800,3389,1972,,,
YKL127W,0,0,2.244236556,2.024095248,3100,3081,2805,2186,3016,2247,,,
YNL155W,0,-1,2.244146691,1.377565062,3101,47,6006,1684,1637,2117,,,
YDR402C,-1,-1,2.243582743,2.435820645,3102,3355,3327,5470,5713,5324,,,
YOL132W,-1,-1,2.242857237,2.452364317,3103,5325,4109,5311,3035,2942,,,
YDL168W,0,0,2.242627408,1.976417904,3104,3967,1167,2719,5446,5629,,,
YMR084W,0,-1,2.242565934,2.041110002,3105,1485,4475,5492,3273,3244,,,
YDR437W,-1,-1,2.242437916,2.150253239,3106,3522,3935,5328,2462,2442,,,
YMR229C,-1,-1,2.241007118,1.120467684,3107,5536,762,4924,5748,5775,,,
YLR064W,0,0,2.239732479,2.429087508,3108,1499,4569,1247,2192,4854,,,
YLR362W,-1,-1,2.23826559,1.855782238,3109,1507,437,1573,5095,5164,,,
YJL214W,-1,-1,2.237795872,1.954648904,3110,3052,2989,4837,5529,4331,,,
YJL124C,-1,-1,2.236992554,1.900816747,3111,1063,297,319,807,3021,,,
YOR081C,-1,-1,2.236900293,2.345997367,3112,3619,4024,2566,4503,4804,,,
YBR048W,-1,-1,2.236359644,2.21093037,3113,3077,2834,5096,4553,5240,,,
YFL003C,-1,-1,2.235594166,2.341510138,3114,5251,4079,4663,5379,4582,,,
YLR035C-A,-1,-1,2.235402135,2.677366857,3115,5303,2990,5603,4607,4199,,,
YOR371C,-1,-1,2.234699633,2.348836058,3116,2328,2580,4301,4666,3015,,,
YCR036W,0,0,2.234660555,1.381990477,3117,255,360,459,1419,2218,,,
YOR058C,-1,-1,2.234544051,2.103696323,3118,4479,2703,2973,657,688,,,
YDR518W,-1,-1,2.23381326,2.382219844,3119,3692,3875,3849,1254,804,,,
YDR156W,-1,-1,2.233781742,2.153412324,3120,3414,1615,3922,1253,1026,,,
YLR133W,-1,-1,2.232438954,2.179837245,3121,1170,294,803,2553,4710,,,
YOR080W,-1,-1,2.232106903,2.075852449,3122,5295,3945,1575,2734,4027,,,
YPL281C,0,0,2.231791167,2.542484704,3123,5581,5353,5455,4123,3277,,,
YDR302W,-1,-1,2.231419874,1.714337096,3124,4345,1569,1643,1492,1919,,,
YBR246W,0,-1,2.231404533,2.17197664,3125,1537,4338,1182,823,655,,,
YGR056W,-1,-1,2.2310035,2.014284018,3126,1923,2582,3489,4962,4102,,,
YER101C,0,0,2.230987331,2.122168892,3127,3071,5130,525,1614,2220,,,
YGR180C,-1,-1,2.229644075,1.906756185,3128,850,2670,3400,2771,2591,,,
YOR106W,0,-1,2.229594591,2.039980414,3129,3490,2828,1871,3919,3898,,,
YHR079C,-1,-1,2.229542337,2.246619197,3130,4719,3263,3950,4928,4812,,,
YMR168C,-1,-1,2.228248744,1.88879237,3131,3873,2309,1068,3812,3448,,,
YMR303C,0,0,2.227820747,2.852431465,3132,1536,3726,2618,677,426,,,
YOL105C,-1,-1,2.227411899,2.18137835,3133,3723,3659,3338,4167,1881,,,
YPL085W,-1,0,2.22681553,2.368619433,3134,4556,2810,3678,5602,5252,,,
YNL132W,-1,-1,2.225961138,1.380062811,3136,1699,548,4375,5581,5699,,,
YBR086C,-1,-1,2.225643307,2.244812293,3137,2587,3431,2670,1296,1116,,,
YPR111W,-1,-1,2.225479061,1.73006332,3138,3822,1758,2308,4537,3166,,,
YLR006C,-1,-1,2.225089091,1.785928977,3139,2130,3262,1796,4357,3045,,,
YKR098C,-1,-1,2.224350796,1.908869312,3140,3679,4936,3972,3818,4039,,,
YGR217W,-1,-1,2.224069003,1.980653002,3141,4288,3965,4157,4861,2999,,,
YDR201W,-1,-1,2.222676297,1.741770144,3142,2175,2349,1545,913,1190,,,
YPR089W,0,0,2.222642882,2.153180441,3143,165,5292,4040,1263,1300,,,
YGL015C,0,-1,2.222286982,2.517851217,3144,859,5621,5241,4997,4300,,,
YLR343W,-1,-1,2.222069482,2.078511099,3145,3369,2119,5049,2314,1900,,,
YLR248W,-1,-1,2.22151657,1.073251096,3146,2504,838,436,2304,4641,,,
YOR161C,0,0,2.221494806,1.04790384,3147,4106,5192,3544,5447,5149,,,
YBL020W,-1,-1,2.22029115,2.092102481,3148,5243,2696,2052,786,841,,,
YKR105C,-1,-1,2.22006233,2.201415639,3149,5042,5315,5315,5710,5323,,,
YLR288C,-1,-1,2.219743116,2.367997923,3150,2061,1609,2808,1846,1401,,,
YBR240C,-1,-1,2.219642821,2.525867841,3151,4705,3635,4907,4539,4275,,,
YDR506C,-1,-1,2.218437776,1.67486289,3154,4202,4524,3658,2806,3214,,,
YKL068W,0,-1,2.217036125,1.578253457,3155,608,169,1260,3089,2202,,,
YPL156C,-1,0,2.215870711,2.525987219,3156,3384,3880,4073,5632,5414,,,
YLR285W,-1,-1,2.215320176,1.543531008,3157,3311,2032,2208,2434,1985,,,
YGL184C,0,0,2.214737963,1.737637182,3158,1625,3878,5193,5669,4784,,,
YIR030C,0,0,2.214236283,2.206246764,3159,402,3404,3842,4428,4457,,,
YNL076W,-1,-1,2.213891077,1.626800307,3160,2920,1643,1135,2062,1777,,,
YNR057C,0,0,2.213468,2.110908004,3161,4192,3565,4540,3823,3805,,,
