Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YLL048C,-1,-1,-1,1.157142217,1.062994496,4865,3818,3896,2693,2557,2527,4591,4362,,
YLR256W,-1,-1,1,0.822169237,0.74712695,5060,5169,3456,2694,3660,2364,4095,4611,,
YNR063W,0,-1,-1,1.517820428,0.709402626,4495,5216,2351,2695,4483,5240,2998,2938,,
YNL320W,0,0,1,3.09869195,2.844041561,2246,86,1552,2696,4363,645,1282,1478,,
YDL015C,-1,-1,1,2.328552419,2.152791632,3336,1838,1614,2698,2180,1075,2323,5592,,
YMR285C,-1,-1,-1,0.796967168,0.289321051,5077,3676,3564,2699,1906,2138,3569,2366,,
YDR420W,-1,-1,-1,0.985062017,0.332441831,4976,3561,3646,2700,3843,4044,3864,4041,,
YOR327C,-1,-1,-1,4.718669548,4.582613715,758,2969,1100,2701,1187,1822,708,1049,,
YOL147C,-1,-1,-1,1.802749542,2.097395841,4138,3144,2389,2703,3132,2497,3473,4159,,
YDR030C,-1,-1,-1,4.279409597,4.101915342,1170,5762,2521,2704,1895,3078,3629,3120,,
YML006C,-1,-1,-1,1.109914555,0.49270539,4904,4290,3799,2705,2713,2395,3747,2968,,
YPL001W,-1,-1,-1,3.298668869,3.332535232,2066,4454,2382,2706,2520,1330,1007,1223,,
YJR108W,-1,-1,-1,2.173089043,1.910965833,3565,4946,2784,2707,3838,5183,3750,3265,,
YJL059W,-1,-1,-1,4.433951527,4.592875601,1028,5081,2642,2708,895,1472,1575,805,,
YDR517W,-1,0,-1,3.192879011,2.732245719,2174,1334,1162,2709,1844,2152,1888,1454,,
YHR151C,0,0,-1,1.198871322,0.469362054,4830,1268,2856,2710,4278,3258,2363,3072,,
YPL232W,-1,-1,-1,2.095704309,1.784350422,3666,2570,2468,2711,2588,1962,2471,4533,,
YDL020C,-1,-1,-1,2.873460252,1.777709013,2497,456,3711,2712,462,2554,3530,4318,,
YGL099W,-1,-1,-1,2.510448544,0.746206663,3052,5159,3782,2713,1059,3740,5624,5558,,
YMR321C,0,0,-1,3.686799083,2.701912275,1707,1630,1079,2714,5223,4811,4945,4407,,
YGL216W,-1,-1,-1,2.729436442,1.847552637,2716,2854,2875,2715,3268,1460,1205,1147,,
YDL045C,0,0,-1,4.816460488,4.528313424,697,2071,2569,2716,1227,476,1083,2419,,
YBR186W,-1,-1,-1,1.266861565,0.890824138,4760,5254,2933,2717,4141,5063,4068,1809,,
YLR227C,0,-1,-1,0.138937804,-0.266520112,5252,778,3935,2718,3854,2525,3397,3787,,
YDR422C,-1,-1,-1,0.862232795,0.382519215,5045,3915,4090,2719,3090,2565,4586,3013,,
YMR318C,0,0,-1,2.189080102,1.653367705,3545,1443,3928,2720,1765,2742,4810,5654,,
YJR126C,0,0,-1,4.404647895,4.660856557,1046,2673,2393,2721,1592,712,2836,4536,,
YDR059C,-1,-1,-1,2.371668624,0.742759854,3257,871,3702,2722,341,2363,3444,2617,,
YNR003C,-1,-1,1,0.408908509,-0.6219663,5210,5538,3637,2723,1101,4400,5687,5160,,
YLR410W,0,0,-1,2.064196871,1.680523498,3715,3529,3512,2724,3729,1143,4405,4772,,
YGR089W,-1,0,-1,1.023007099,0.424417917,4953,3230,3790,2725,2841,2579,2478,1618,,
YOR084W,-1,-1,-1,1.575970774,1.790998049,4428,4139,2495,2726,3417,3084,830,599,,
YKR098C,-1,-1,-1,4.060597298,3.959532073,1386,3679,3140,2727,4936,3972,3818,4039,,
YNL033W,0,0,-1,1.808281083,1.357714374,4128,3179,3177,2728,4790,5037,3098,3102,,
YPL158C,0,-1,-1,4.919445491,4.796018175,628,2608,2561,2729,5939,1429,457,669,,
YLL038C,-1,-1,-1,4.200951865,4.184249051,1249,5553,2823,2730,4083,3477,702,544,,
YDR477W,-1,-1,1,4.907736111,4.910436803,631,1900,2705,2731,3220,569,2255,4785,,
YPL180W,-1,-1,-1,1.951937088,1.296745384,3932,4087,976,2732,2718,2087,4501,4360,,
YGR170W,-1,-1,-1,2.501898977,2.016664644,3070,2547,2940,2733,2291,1534,2484,1646,,
YHL012W,-1,0,-1,0.913825526,0.594685946,5015,5244,3078,2734,4053,5466,4260,3585,,
YBR205W,-1,-1,-1,5.605882572,5.500769431,297,4272,1447,2735,546,1113,460,715,,
YMR243C,-1,-1,1,1.691075089,0.710579574,4268,4018,3726,2736,1124,3792,5478,5603,,
YER157W,0,0,-1,0.970660505,0.500463693,4982,4649,3877,2737,3345,2710,4845,3733,,
YER090W,0,0,-1,3.276400899,2.839029923,2083,1774,2373,2738,3035,3303,3479,1988,,
YGL169W,-1,-1,1,3.489909527,3.019099892,1867,2127,2808,2739,1200,4120,3042,1875,,
YHR170W,-1,-1,-1,4.363758671,2.984851029,1098,2084,1454,2740,713,5015,5607,5786,,
YGR162W,-1,-1,1,6.555885905,4.703407719,94,4017,3173,2741,867,3797,5628,5631,,
YFL030W,0,0,1,3.721730813,2.85007602,1676,63,1806,2742,808,2422,1379,1192,,
YDR091C,-1,-1,-1,7.683080691,5.32148809,24,4174,2664,2743,196,4059,5592,5362,,
YOR058C,-1,-1,-1,2.231315785,1.535767021,3484,4479,3118,2744,2703,2973,657,688,,
YOR278W,0,0,-1,1.917296639,1.623024632,3990,2566,3061,2745,1201,748,1179,3195,,
YLR004C,0,0,-1,0.980725793,0.698228328,4978,4514,1892,2746,3361,4703,3862,3807,,
YML057W,-1,-1,-1,3.561035364,2.428177406,1799,957,2116,2747,111,283,1519,3158,,
YLR047C,-1,-1,-1,1.636991924,1.504721983,4331,5053,2950,2748,3508,5006,1229,1263,,
YMR074C,0,0,-1,2.688628734,1.977801167,2768,1679,4026,2749,4997,952,1222,2110,,
YBR042C,-1,-1,-1,4.884784406,4.279404899,650,5009,3407,2750,2345,2214,940,764,,
YLR375W,0,-1,-1,1.857020557,1.604681082,4069,95,3886,2752,4974,2816,2757,3518,,
YGL167C,-1,-1,-1,1.953336867,1.701757742,3928,2731,1758,2753,3904,2812,4680,3303,,
YOR212W,-1,-1,-1,5.399613188,4.761128199,373,4656,3705,2754,1620,734,1601,3616,,
YJL095W,-1,-1,-1,0.893864273,0.570403331,5025,3978,3194,2755,1806,3710,332,275,,
YPR072W,-1,-1,-1,4.171544006,3.608125351,1270,3469,2732,2756,1369,507,1686,5289,,
YFR033C,-1,-1,1,4.773767292,5.769075141,722,2686,3375,2758,1466,479,754,1814,,
YDL114W,0,0,-1,0.881382657,0.731760662,5031,4628,2846,2759,4656,5559,4222,3420,,
YDR292C,0,0,-1,5.079490534,4.189693659,534,4208,2271,2760,1467,631,2055,4853,,
YBR166C,0,0,-1,2.318133199,1.922229162,3350,1462,2752,2761,2148,680,469,505,,
YHR053C,0,-1,-1,2.767458494,2.758415683,2651,434,1551,2762,3789,4890,4391,4074,,
YPL281C,0,0,-1,4.110857501,4.661223137,1331,5581,3123,2763,5353,5455,4123,3277,,
YER101C,0,0,-1,1.265049261,0.410561726,4762,3071,3127,2764,5130,525,1614,2220,,
YMR312W,-1,-1,-1,0.237671534,0.473319467,5243,3713,3087,2765,1078,3082,1555,1451,,
YJR096W,-1,-1,-1,3.635524296,2.487558222,1732,663,3355,2766,1230,2931,5262,5481,,
YMR088C,-1,-1,-1,0.940020379,0.602675567,5001,4799,3287,2767,3934,2414,5074,5404,,
YER045C,-1,-1,-1,4.842651995,4.721274045,677,2775,2405,2768,3532,4403,5494,5151,,
YGR113W,-1,-1,-1,2.238365184,1.199667615,3470,2322,3029,2769,3146,2977,5255,4315,,
YGR155W,0,-1,1,3.063908011,2.286964506,2278,818,1811,2770,1016,3375,3280,2292,,
YGL031C,0,-1,-1,3.986626103,2.12341283,1454,1264,1070,2771,2391,4944,3225,5664,,
YDL078C,-1,-1,1,2.74721374,0.975186821,2693,1200,3931,2773,527,131,1101,3755,,
YKL069W,-1,-1,-1,3.233021856,2.412344687,2123,1714,3385,2774,5590,293,759,2007,,
YPL279C,0,-1,-1,1.335011208,1.136541236,4677,4515,2813,2775,5228,5028,4927,4487,,
YGR209C,-1,-1,-1,3.492938105,2.787048408,1865,808,2170,2776,213,3017,2463,3309,,
YIL139C,-1,-1,1,1.888572734,1.682474037,4021,4322,3005,2777,3826,3039,3337,3785,,
YDR200C,-1,-1,-1,4.385157095,3.650688159,1071,4199,2983,2778,1942,2040,4298,3822,,
YAL020C,-1,-1,-1,2.142123286,1.720310281,3610,4518,2114,2779,3577,3983,2540,1295,,
YGR294W,0,0,-1,4.981577067,5.02347413,593,1615,3350,2781,4952,4498,3312,3537,,
YLR001C,0,0,1,1.454406095,0.502242734,4566,2358,3868,2782,5295,3057,1317,1382,,
YMR065W,-1,-1,1,2.082610979,1.294744295,3684,2981,3413,2783,3407,3670,5604,5437,,
YBR121C,-1,-1,1,6.146330666,5.327469205,154,3628,3571,2784,4620,3224,1198,1072,,
YKL020C,-1,-1,-1,4.940597515,4.339103224,617,2132,2591,2785,606,1901,4205,3142,,
YFR026C,0,0,-1,4.60056395,4.211824259,851,1867,2980,2786,4641,4406,2866,3084,,
YPL259C,0,0,-1,2.840613966,2.305814571,2545,892,1973,2787,2209,1001,2735,2417,,
YLR445W,0,-1,-1,0.996229786,0.77779437,4970,3620,2301,2788,5668,5507,2469,2443,,
YLR335W,0,-1,1,1.682976051,0.431593162,4275,738,3575,2789,827,2088,5078,5584,,
YPL130W,0,-1,-1,1.55378437,1.265699247,4454,4757,3560,2790,2929,5454,3893,2823,,
YIL119C,0,-1,-1,2.125589464,1.230616876,3626,1819,4176,2791,2402,3966,4837,4372,,
YOR394W,0,0,-1,1.853580853,1.520070598,4076,1283,2862,2792,5622,4574,4219,4060,,
YML037C,0,0,-1,2.199449952,1.789363772,3528,5012,1774,2793,5057,4619,3371,3543,,
YPL092W,-1,-1,-1,3.206454516,3.608417698,2157,2218,1437,2794,3121,3777,3590,3878,,
YLR389C,0,-1,1,4.254036208,4.389744574,1190,3860,3271,2795,3685,2279,3451,3664,,
YIR028W,0,0,-1,1.42210036,1.322870542,4596,4665,2921,2796,3673,4959,5722,5514,,
YHR020W,-1,-1,-1,4.162988989,2.875868972,1277,1457,987,2797,549,5047,5756,5466,,
YBR136W,-1,-1,1,0.560808546,0.003868968,5168,4957,3640,2798,3802,5019,244,524,,
YDR282C,0,-1,1,4.517585132,3.902364531,934,553,2242,2799,5536,1000,2351,3510,,
YDR425W,-1,-1,-1,4.916424383,4.967119728,629,2573,3298,2800,804,3964,4995,3321,,
YOL163W,0,0,-1,4.26951655,4.569716485,1178,1327,2297,2801,3613,5412,5764,5388,,
YGL077C,-1,-1,-1,1.949587242,1.545662834,3937,3739,1439,2802,1958,2222,3317,5445,,
YKR023W,0,-1,1,1.269709724,0.513754302,4756,522,3696,2803,4838,2702,4827,4375,,
YLL062C,0,0,-1,2.721235032,2.712175593,2729,2024,3235,2804,3243,2479,2286,1784,,
YLR413W,0,0,-1,2.03748113,0.516030322,3767,5439,2951,2805,4657,5135,2798,1271,,
YPL176C,-1,-1,-1,4.158068064,3.494251276,1283,4917,2938,2806,1503,237,1056,1585,,
YKL018W,-1,-1,-1,3.476571822,3.211186842,1879,5066,2853,2807,3042,564,1914,5290,,
YFR038W,-1,-1,-1,1.498007556,0.299720208,4507,4873,3079,2808,5144,3633,4098,4261,,
YDL180W,0,0,-1,4.365969242,4.344159634,1091,3405,1996,2809,5639,1865,3211,3372,,
YIL130W,0,-1,-1,2.516064406,1.805566502,3042,2591,3849,2810,4544,3649,4631,4196,,
YNL334C,0,0,-1,0.705234797,0.517271982,5113,1167,3070,2811,4046,3391,3603,3937,,
YLR007W,-1,-1,-1,0.847058695,0.510132158,5053,4329,3379,2812,3209,2850,2425,4338,,
YPR081C,-1,-1,1,4.863974474,4.342936743,663,2807,3325,2813,174,553,1945,2225,,
YLR225C,-1,-1,-1,3.244241691,2.075637859,2116,1946,2636,2814,5576,2495,2226,2129,,
YMR262W,0,0,-1,3.476348744,2.539088582,1881,516,1890,2815,4451,3113,4593,2996,,
YPL211W,-1,-1,-1,3.324345338,1.129807105,2034,4404,4128,2816,216,3999,2228,4918,,
YBR022W,-1,-1,-1,3.249712656,2.742032094,2110,1328,2097,2818,5075,516,276,314,,
YLL054C,0,-1,-1,0.632468778,0.181160361,5143,4676,3945,2819,5956,4259,3667,2271,,
YOR260W,-1,-1,-1,4.947292746,3.727367974,612,5047,3807,2820,488,2968,5036,4691,,
YLR313C,-1,-1,-1,2.030541813,1.849405941,3779,3737,986,2821,2732,4454,5739,5591,,
YML001W,-1,-1,1,2.234048912,0.91689781,3478,821,3520,2822,224,875,663,1221,,
YOL117W,-1,-1,-1,4.867437018,4.17933498,660,2845,2800,2823,942,3665,4124,1856,,
YPL160W,-1,-1,-1,5.949511493,4.853028884,194,4456,3901,2825,1900,3608,3907,2090,,
YML052W,-1,-1,1,3.46442624,2.545273676,1891,2674,1592,2826,1063,2442,697,762,,
YBR023C,-1,-1,-1,2.473917955,1.880821418,3109,5307,1703,2827,3271,4081,243,61,,
YFL031W,-1,-1,-1,3.698407319,3.061188182,1701,2681,4068,2828,3800,4616,4611,3150,,
YLR285W,-1,-1,-1,5.213824077,4.158943406,462,3311,3157,2829,2032,2208,2434,1985,,
YIL143C,-1,-1,-1,2.248604196,1.894135043,3453,1869,3683,2830,1849,2923,3759,3568,,
YDR238C,0,0,-1,2.514367639,2.020242444,3043,1576,2185,2831,2334,2240,4940,5511,,
YDR183W,0,-1,-1,0.969139295,0.370387036,4984,248,3483,2832,3009,1979,3331,3539,,
YBL092W,0,-1,-1,4.370811609,2.752728112,1084,1131,664,2833,1243,4943,3229,4733,,
YDR283C,-1,-1,-1,0.834719489,0.272651352,5055,2804,2923,2834,3127,3253,5392,5281,,
YJL051W,-1,-1,-1,4.401490943,4.26113466,1051,5203,2783,2835,4630,2624,1298,1069,,
YNR039C,-1,-1,-1,2.239239149,2.213680165,3469,2014,1059,2836,1155,2022,3513,4346,,
YOL098C,0,0,-1,2.639395284,1.698786072,2845,2577,2253,2837,5551,922,3069,2872,,
YGL100W,0,0,-1,1.964609094,1.19396694,3916,4543,3090,2838,1176,277,806,5080,,
YJR097W,-1,-1,-1,3.418219196,2.007733641,1941,4441,4015,2839,2738,4141,4244,2663,,
YHR160C,-1,-1,-1,1.161688858,0.795114451,4859,3880,2651,2840,3597,5239,4769,3983,,
YGL098W,0,0,-1,2.047255475,1.57622732,3752,3557,2713,2841,3219,2289,4055,4446,,
YBR128C,-1,0,-1,2.692289631,1.984303499,2763,1177,1797,2842,1666,4299,4116,4054,,
YLR330W,-1,-1,-1,4.050962902,3.756587092,1401,3158,3065,2843,4335,385,145,44,,
YOR298W,-1,-1,-1,1.607623662,1.611333133,4369,4607,3394,2844,2797,5165,2732,2750,,
YBL089W,-1,-1,-1,2.995553592,2.388955638,2351,1290,1726,2845,1027,2059,1152,536,,
YDR352W,-1,-1,-1,1.903393608,1.602536249,4002,4260,1459,2846,5447,2567,4618,4806,,
YKL114C,-1,-1,1,3.561124452,2.910478502,1798,3404,827,2847,2190,763,1297,792,,
YLL051C,-1,-1,-1,6.02276114,5.488408253,182,4216,1386,2848,5474,4047,5525,5311,,
YNL051W,0,0,-1,3.115975874,2.196002076,2234,511,1555,2849,126,68,524,4771,,
YOR168W,-1,-1,1,5.481720129,4.074938801,332,4254,3243,2850,1249,3101,4754,4085,,
YLL005C,-1,-1,-1,4.270488285,4.08576569,1177,4661,3239,2851,3740,4554,2808,2927,,
YBR189W,-1,-1,-1,4.62259515,2.538869225,833,1141,801,2852,1084,4886,2869,5726,,
YOR262W,-1,-1,-1,0.35558531,-0.060569615,5229,4961,3808,2853,5501,2969,4396,2198,,
YOR005C,-1,-1,-1,1.655667283,1.000800746,4315,3801,2183,2854,2249,3166,3403,1701,,
YNL001W,-1,-1,-1,2.589870052,1.200106245,2919,5514,3360,2855,358,1583,3237,2194,,
YHR077C,-1,-1,-1,0.832973233,0.496273916,5056,4308,3072,2856,2591,4002,4706,4084,,
YGL096W,0,-1,-1,3.343624483,2.482245988,2016,558,1174,2857,282,3979,4950,4484,,
YOR214C,0,0,-1,4.436248477,4.579269437,1027,5582,2452,2859,4399,5526,3200,2785,,
YMR280C,-1,-1,-1,3.170276306,3.401564726,2194,1038,4140,2860,1527,4593,4838,3000,,
YDL098C,-1,-1,-1,2.926531948,2.320471165,2435,1366,3688,2861,2352,2743,2458,3645,,
YNL283C,-1,-1,-1,0.76335079,0.281392398,5093,4696,3725,2862,3642,1031,1573,1235,,
YOL016C,-1,-1,-1,3.104235525,2.279700593,2242,704,2115,2863,924,3264,3738,4256,,
YEL044W,0,-1,-1,2.570199329,2.139654855,2949,2908,4007,2864,3291,3313,2367,3074,,
YBR220C,0,-1,-1,4.461281312,4.55307028,996,1195,2807,2865,5610,2924,693,566,,
YLR384C,-1,-1,-1,2.124453588,1.437456709,3628,3425,2399,2866,3253,4158,5413,4399,,
YPR025C,-1,-1,1,1.858247697,0.633535437,4068,1301,3257,2867,660,857,1036,627,,
YGR098C,-1,-1,1,2.599540907,1.699328332,2911,1222,4175,2868,1469,3362,4559,3706,,
YGR131W,0,0,-1,3.401265423,3.40723461,1953,244,1638,2869,5928,5051,2923,2932,,
YMR160W,0,0,-1,1.596077698,0.666541508,4383,2241,3826,2870,5594,1347,1705,1461,,
YHL044W,0,0,-1,2.789154925,2.377875961,2618,1221,2137,2871,4390,4546,3167,3369,,
YBR148W,0,-1,-1,4.472718838,4.274498068,981,2780,2672,2872,5822,5120,2996,3090,,
YLR207W,-1,-1,-1,0.606168929,0.65006064,5152,3244,3432,2873,1936,1312,3083,4606,,
YJL038C,0,-1,-1,0.620722613,0.156444663,5148,3480,3248,2874,4603,5433,5371,4500,,
YKL212W,-1,-1,1,4.402274678,4.254683801,1049,4932,1977,2875,3798,2322,330,240,,
YDR323C,-1,-1,-1,2.950891132,2.171585775,2405,1830,3220,2876,3458,3497,4588,2200,,
YNL229C,0,0,-1,2.872203743,2.333961317,2502,1148,2772,2877,2722,136,1100,3485,,
YKL077W,0,0,-1,4.221639472,4.184162685,1220,4645,1849,2878,5921,518,1827,4985,,
YCL048W,-1,-1,-1,1.472044834,1.551392237,4545,4478,3531,2879,2488,5480,3797,2970,,
YGL011C,-1,-1,1,2.34559822,0.980192648,3309,1144,3819,2880,580,418,1359,3631,,
YFL034C-A,-1,-1,-1,4.45200781,3.556309095,1008,3016,1697,2881,1791,5493,3842,2161,,
YKL193C,-1,-1,-1,3.96199491,3.04211763,1478,453,3503,2882,408,707,1920,2895,,
YBR131W,0,0,-1,1.477563089,0.90499609,4532,3642,3642,2883,3286,3828,658,963,,
YDR383C,0,-1,-1,1.17480648,0.69903784,4847,3221,3296,2884,4468,4291,4141,4612,,
YOR046C,0,0,-1,5.579483446,4.390497792,305,3243,2476,2885,995,1812,5176,5683,,
YLR274W,-1,-1,-1,3.664002356,3.78469222,1716,4605,3055,2886,2246,1212,3605,4996,,
YKL023W,0,-1,-1,5.02026674,4.996511464,565,358,2902,2887,5171,3465,2804,2241,,
YJL042W,-1,-1,-1,4.371351691,4.380827495,1082,2790,2973,2888,1011,2038,4020,3163,,
YOL019W,0,0,-1,1.434969579,0.716574254,4585,3719,4374,2889,4821,721,2799,4248,,
YGR072W,-1,-1,-1,4.610389959,3.475078617,843,3378,3352,2890,2279,3407,5456,5185,,
YDL109C,-1,-1,-1,0.762009597,0.74554926,5094,5088,3445,2892,3682,4955,342,510,,
YDL185W,-1,-1,-1,2.596489312,2.429001641,2913,3452,1072,2893,2795,2660,4443,2856,,
YGL134W,-1,-1,-1,2.806658267,2.069617091,2589,955,2803,2894,2592,2929,4403,2991,,
YER096W,-1,-1,-1,3.985225242,4.757776783,1455,5131,3051,2895,2338,4777,4924,3438,,
YDR190C,-1,-1,-1,2.786840861,1.240367445,2623,4939,4346,2896,731,2169,4649,5193,,
YIL162W,0,0,1,3.098804969,3.073793851,2245,1399,2073,2897,2191,1591,5256,5626,,
YGR100W,0,0,-1,1.353585095,0.602478235,4654,666,3727,2898,2723,1361,2852,2846,,
YJL012C,-1,-1,-1,5.507614244,4.66013833,321,4971,2385,2899,3039,4953,5603,4963,,
YMR170C,0,0,-1,3.341208509,2.291474667,2019,1201,3769,2900,189,4001,5497,4906,,
YOR335C,-1,-1,1,3.378095108,2.173092581,1978,2680,2985,2901,280,3337,4471,3730,,
YPL021W,-1,-1,-1,1.243620522,0.533075413,4785,4401,2818,2902,4199,5521,3565,2626,,
YNL196C,0,-1,-1,0.717505512,0.382040001,5108,5073,3278,2904,4403,5336,3615,2060,,
YOL146W,-1,-1,-1,0.243865226,-0.166095234,5241,4809,3294,2905,2094,2094,3010,3921,,
YGL079W,-1,0,-1,4.00063089,4.134926314,1442,5192,3001,2906,4434,2332,2043,4986,,
YLR222C,-1,-1,-1,2.790725519,0.956424944,2615,5239,2477,2907,1618,4346,5576,5286,,
YPL043W,-1,-1,-1,3.482256929,1.286742171,1873,4797,4271,2908,627,4719,5754,5776,,
YLR083C,-1,-1,-1,4.55926597,2.843426851,892,1254,1128,2909,4299,3743,4764,2309,,
YGL251C,-1,-1,-1,0.809639746,0.744726315,5067,5266,3387,2910,2946,3256,3707,3564,,
YBR261C,-1,-1,-1,1.279165197,0.851086758,4745,3731,3457,2911,4564,1611,1050,515,,
YML049C,-1,-1,-1,4.108233455,3.64563155,1334,3276,3542,2912,798,1758,4372,4644,,
YOR244W,-1,-1,-1,2.386398427,1.688587336,3236,954,4075,2913,285,831,1231,1793,,
YDL061C,0,-1,-1,3.646840208,2.56933948,1722,1198,977,2914,3162,4904,2316,5468,,
YFR007W,0,0,-1,3.344588521,2.60682828,2014,1498,1888,2916,5760,923,1131,3630,,
YGL078C,-1,-1,-1,3.94057477,1.358071982,1492,5455,4009,2917,2357,4912,5533,5122,,
YIL146C,0,1,1,4.970756185,4.058653225,600,4410,1965,2918,2692,4700,3779,3802,,
YBR043C,0,-1,-1,2.273473684,1.958021528,3408,3433,2944,2919,2542,2362,4130,1992,,
YJR136C,0,-1,-1,2.752397596,2.402296804,2682,333,2565,2920,2384,1735,2389,2036,,
YIL103W,-1,-1,-1,5.374405462,3.817190578,388,5353,3323,2921,362,3887,4524,3284,,
YKL218C,0,0,-1,2.548206251,1.996049071,2985,1247,2217,2922,3588,2978,4204,4106,,
YPR151C,0,0,1,4.680550614,5.350735304,783,5210,1910,2923,2700,4822,5527,5187,,
YNL197C,-1,-1,-1,2.291518717,1.574372582,3386,3655,2490,2924,2010,2108,4864,3870,,
YIR007W,0,-1,-1,2.835993521,1.671804309,2556,2858,2684,2925,5442,2296,2088,2122,,
YDR179C,-1,-1,-1,0.651369194,0.112840341,5136,4739,3333,2926,3909,4829,2372,2340,,
YGL252C,0,-1,-1,3.979266546,4.206614686,1458,265,3182,2927,965,219,372,760,,
YPL152W,-1,-1,-1,2.419710894,1.101577467,3192,1347,3009,2928,487,1651,3484,3866,,
YEL004W,-1,-1,-1,4.05495345,4.63038723,1394,3458,2363,2929,3955,1942,2298,2733,,
YGR066C,0,-1,-1,2.81901097,2.377601105,2571,141,1699,2930,4496,5509,3357,2259,,
YOL100W,-1,-1,-1,4.950643933,4.699545415,608,3023,2585,2931,483,2551,4898,4119,,
YJR105W,0,0,-1,1.763051742,0.461695293,4180,3263,4585,2932,2326,3417,4293,5373,,
YPR040W,0,-1,-1,2.546096861,2.215625406,2990,142,4171,2933,3187,3071,4722,3431,,
YKL143W,-1,-1,-1,4.176233098,2.612644972,1267,3142,2608,2934,3634,5396,5759,5779,,
YNL010W,0,0,-1,3.315513403,1.866527135,2046,2578,4041,2935,5897,2419,1720,3636,,
YLR134W,0,0,-1,1.610853978,0.941966862,4363,1117,4364,2936,2789,2200,1793,1426,,
YDL146W,0,-1,-1,1.817805919,0.379113391,4119,1691,675,2937,4897,3564,2426,3049,,
YLR361C,-1,-1,-1,3.562480177,3.017315447,1795,4783,2953,2938,1648,717,2078,1847,,
YOR120W,-1,-1,-1,3.42538442,2.020409393,1933,1103,3738,2939,197,2754,5273,5406,,
YEL046C,-1,0,-1,2.570450505,2.594215897,2947,2699,4126,2940,4080,4342,4799,3597,,
YDR333C,0,-1,-1,0.808691869,0.07529888,5068,1142,3655,2941,4480,3395,4486,2199,,
YFL057C,0,0,-1,4.121609623,4.751688512,1321,3894,2384,2942,3472,4017,5617,5382,,
YDL019C,-1,-1,-1,2.770133632,2.062928772,2646,1051,1382,2943,1009,1590,2786,1804,,
YFL003C,-1,-1,-1,1.204624481,1.184079655,4824,5251,3114,2944,4079,4663,5379,4582,,
YLR286C,0,0,-1,5.754249631,5.209947836,251,5070,1493,2945,3347,3116,1465,1079,,
YDR131C,-1,-1,-1,4.50717295,4.270982176,946,5110,2251,2946,1098,4327,4492,3976,,
YJR001W,-1,-1,-1,2.969857539,2.754452447,2374,1667,2085,2947,1052,889,1736,3498,,
YML015C,-1,-1,-1,0.380381038,-0.043505731,5217,4929,3315,2948,3189,3547,5372,5012,,
YOR383C,-1,-1,-1,3.0234186,3.261959956,2318,1453,1934,2949,3812,4297,5552,5152,,
YML097C,-1,-1,-1,1.119928969,0.270064484,4899,3146,3687,2950,1943,2153,4018,3451,,
YKR013W,0,-1,-1,3.551818231,3.299709015,1810,1910,1591,2951,5262,3305,3854,3570,,
YPL147W,-1,-1,-1,2.508438979,1.887435651,3056,1095,1800,2952,2035,4288,3338,3251,,
YIL108W,0,0,-1,2.860138589,2.079456382,2515,1452,2746,2953,5942,2439,2317,3308,,
YPL280W,0,-1,-1,0.412459332,-0.013412398,5208,5072,3013,2954,5729,5542,4207,3418,,
YHR136C,-1,-1,-1,2.586188937,3.320516751,2928,2447,1394,2955,4072,4976,5423,5014,,
YGR026W,0,0,-1,4.314852135,4.620025039,1148,3663,3469,2956,4973,856,1692,1817,,
YNL058C,0,0,-1,4.926521453,4.864772051,622,3814,1165,2957,5120,1713,568,665,,
YJR010W,0,0,1,2.282546622,2.497041116,3402,2008,2841,2958,3531,3289,3964,2409,,
YKL201C,-1,-1,-1,1.530573618,2.016281832,4486,5036,3211,2959,3556,3301,2070,1483,,
YIL165C,0,1,-1,3.07721106,2.737923058,2267,57,1558,2960,5138,4405,4630,2838,,
YML096W,0,0,-1,2.956824009,2.388708577,2398,3788,3175,2961,5426,2430,3388,2795,,
YLR224W,-1,-1,-1,4.505721852,4.073299239,949,4907,2734,2962,3492,899,3992,5266,,
YDR213W,-1,-1,-1,3.327728514,2.848595423,2032,4373,4017,2963,3527,5018,2406,2438,,
YER190W,-1,-1,-1,3.744574748,4.171695567,1660,5556,3321,2964,4137,5319,5338,3893,,
YER005W,-1,-1,-1,3.649219265,3.51737106,1721,5546,4095,2965,3987,2151,4279,4868,,
YOR089C,-1,-1,1,2.030312907,0.734319314,3780,1240,3227,2966,244,1215,1651,1569,,
YGR004W,-1,-1,-1,3.808433738,3.228112072,1605,5279,2866,2967,3064,3780,4230,4265,,
YDR222W,-1,-1,-1,2.714952683,3.092607401,2733,1028,1197,2968,6080,4271,5596,5189,,
YKR054C,-1,-1,-1,2.000314868,1.710549898,3821,3937,3494,2969,3593,4897,674,923,,
YLL012W,-1,-1,-1,5.165530175,4.403773914,490,4242,2168,2970,3475,4331,477,593,,
YER150W,0,0,-1,4.142812359,3.573749977,1297,532,913,2971,4795,4844,5727,5703,,
YFL029C,-1,-1,-1,2.213241493,1.630983544,3511,2787,3181,2972,2595,2999,3917,3300,,
YDR501W,-1,0,-1,3.723426879,3.49366914,1673,5350,3077,2973,3224,4757,4482,4080,,
YLR118C,-1,-1,-1,2.793524144,1.196706402,2612,777,3730,2974,5573,582,1418,2113,,
